"","ARE","ARG","AUT","BGD","BGR","BHS","BIH","BLR","BRA","BRB","CAN","CHE","CHL","CHN","COG","COL","CRI","CZE","DEU","DNK","DOM","ECU","ESP","EST","FIN","FJI","FRA","GBR","GRC","GTM","GUY","HKG","HND","HRV","HUN","IND","IRL","ISR","ITA","JAM","KHM","KOR","LBN","LKA","LTU","LVA","MEX","MNG","MWI","MYS","NGA","NIC","NLD","NOR","NZL","PAK","PAN","PER","PHL","POL","PRT","PRY","QAT","ROU","RWA","SAU","SDN","SLV","SRB","SVK","SVN","SWE","THA","TTO","TUR","TZA","UGA","URY","USA","VEN","ZAF","ZMB","ZWE","ALB","ARM","AUS","AZE","BEN","BFA","BHR","CIV","CYP","DZA","ETH","GAB","GEO","GIN","JOR","JPN","KAZ","KEN","KGZ","KWT","MDG","MKD","MNE","MOZ","MUS","NER","RUS","SEN","SGP","SYR","TUN","CMR","GHA","ISL","MAR","MDA","MLI","MLT","OMN","PSE","TGO","VNM","AFG","BDI","BOL","CAF","CUB","EGY","FLK","GIB","IDN","IRN","IRQ","LBR","LBY","MAC","NCL","PRK","SHN","SLE","SMR","SUR","SYC","TKM","UKR","ABW","AGO","BLZ","COD","DJI","ERI","GMB","GNQ","GRL","HTI","KIR","LAO","MMR","MRT","NPL","PNG","SOM","TCD","TJK","TLS","UZB","WSM","ASM","KNA","MHL","MNP","ATA","BMU","FSM","GNB","GUM","PLW","SPM","ATF","TKL","VAT","HMD","SGS"
"GEO",19569955,0,6442898.64,4220804.76,81607499.26,0,27995,4773734.64,13364171.3,20996,135331514.7,1607132.91,97328.07,9198050.11,126124,726048.71,0,9889405.94,74506705.1500001,907967.44,210920.25,461621.47,44463103.03,3433993.4,7834610.15,19773,67101214.55,90292002.95,61210200.86,38209.22,2149,2262571.73,5016,134370.12,162536.47,10774290.66,7733831.04,14577484.38,46915340.5,0,0,5082595.28,32037946.12,91484.36,6084764.07,4916827.94,13224737.92,560099.28,1463,4274141.63,2693256.03,0,21638218.88,193277.52,27415.96,1151183.23,312280,1395987.22,1198118.07,8716028.55,2798891.23,0,305468.66,7905703.63,240473.82,183341.99,13049610.49,26863.25,5121151.37,3444314.22,204002.15,174041.51,3829218.21,1609,230859333.38,672818,8518,0,206022900.06,2390,299113.2,0,0,18027120.79,108162776.88,3907812.15,143064211.38,1348,4319,0,14754,35041899.27,11992897,1044628.21,0,0,14777.75,3286,4890663.68,36831711.44,309850.05,989558.46,179883.01,157529.62,54049.04,59295.73,189229.83,10085.06,1524,77501359.11,0,966511,51561,170477.75,0,182112.54,26359,116335.58,921469.48,59908,559195.51,2105,0,0,2368244.82,1080325,23166,87561.57,0,0,2786148,0,8816392,354247,5990572,1380434,0,156257.09,0,0,848992,0,101275,0,0,0,26274619,94149198,0,0,1405959,0,0,0,0,0,0,0,0,0,0,0,0,0,159794,0,4263792,0,2731456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",13600187.28,5150,1726876.95,301889.52,15731.31,2764,1244,0,378628,0,35376166.56,34418210.73,0,84756227.59,49670,0,1829,1821435.36,127198294.93,1204277.88,0,0,163993685.67,1038,3242,0,135029668.92,9059216.41,3540480.04,0,0,4332489.55,39805,253664.61,281596.41,693873232.65,102135942.38,0,13627978.3,0,14022.15,121871385.58,3544535.74,0,0,351598.5,33756.54,0,0,2237517.48,1335853,0,40250075.6,154431.54,40372.38,205583.78,477130,2108,4526,2134422.55,262596.33,0,13137.45,1592738.06,1780.17,36006.54,2000,0,70310.2,57624.66,0,444796.77,93571.8,0,732964,171999,17684.9,61522.41,138053473.05,0,4204493.85,21812.37,0,225892,39769,83304.38,10496971.35,30949,41865.93,0,18437043.32,0,7123056,1196.81,14244.68,1226957,0,0,1191759.01,0,258262.45,0,0,0,3263.32,0,0,86573.69,324182.74,228363489.88,3465678.08,1113726.03,0,113413,14064.64,1048903.95,0,12082460.72,0,37437999.09,0,0,0,703949.15,3637662.14,0,0,0,0,0,0,0,0,0,0,0,1244661,0,0,0,100364,0,2271112,0,0,0,0,14571352,0,1080,0,4535,0,0,128067,0,0,0,0,0,0,397146,0,0,0,0,0,0,0,0,95275,0,0,0,0,0,0,255061,0,0,0,0,0,0,0,0
"JOR",341709926.48,101503,3300001.23,3483341.01,3740687.39,0,2288143,107546.54,8047198.38,10767.78,15820542.96,50207524.91,299258,140219059.63,918554,585363.26,154003.48,588453.56,38321389.41,2062041.65,1177281.66,1718213.96,32956696.4,68060.56,13030419.99,24588,23473089.05,46513985.1,14113210.7,547033.47,10557,9593008.3,417980.4,385066.63,5377900.99,692956086.9,3382636.2,134728824.11,46123638.88,289225,1894599.07,55095174.16,103850622.48,2232115.04,110140.7,39815.62,8036476.95,0,3822642,41558034.7,4405426.75,37475,60359355.83,720844.35,816525.37,61551891.19,2050997.09,1374176.89,7122822.36,698259.6,3264933.62,31200,77147389.1,7949449.24,4862635.55,523348516.73,299389502.06,225783,445025.18,3040386.63,183105.49,4063250.66,16031795.25,192931.55,30288123.76,5437375.14,774750.56,199167.84,1554561391.41,1275432,12170241.56,0,0,867917.72,95893.21,3698441.53,2196246.76,9527,20915.15,67406864.87,1209748.06,3649080.99,118711494.2,52970843.19,160829.93,400537.1,152141.12,0,172671505.66,2595664.15,18748557.77,96794.33,79694216.85,634012,119017.69,42317.13,2913788.16,887133.98,173364,13095945.6,194785.16,42736575.34,258108832.9,18035489.15,49928.59,378114.19,74005,10586653.28,1341958.46,2307,225554.08,20152261.72,61241677.1,10338.17,8532247.3,776858,359645,104202,443505.21,349123,77687031,0,0,39257118,27868202,724514746,48995,41791789.95,19260,16566,0,0,43089,0,0,0,345620,7517354,0,1879310,0,0,1008818,632031,0,0,0,16925,0,0,0,54516,1500,0,660130,772988,0,0,11835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",8179676925.96,1189553199.73,2293225695.37,876767575.37,416240897.21,1244855296.86,71119683.74,183692548.76,4200424370.63,58298304.37,13713805634.68,3010580487.69,1974443002.75,109250141026.27,8144395.67,1267415744.11,719375207.51,3606116982.69,28353574600.82,716019705.17,370847150.99,502753927.6,7934968362.24001,529371598.78,2221242788.74,55948041.93,12520083467.92,15948383840.63,1703555610.06,395275110.1,38332440.5,36628931978.7,172498006.74,392469726.9,2582881869.4,6000425819.57,1968788818.42,1898087826.22,7388739255.68,214141219.98,142717992.39,53803060798.7999,392860965.06,425244029.13,101991050.72,68817185.95,13388704211.51,150868036.37,17390289.4,16249822269.43,785764016.4,118614231.32,13004062220.47,1721175852.07,2823684875.61,1664094543.01,8650775550.58,731277119.56,8871052867.78,2845247673.07,803561942.83,256268135.23,2137378820.05,423177283.53,24394817.82,7567381642.42,220666075.38,197189866.27,175556752.39,705615421.46,342073007,2631625283.03,27772057985.74,261157740.29,3589495461.95,248007820.72,219138759.09,77097313.31,142915532310.89,1083026263.7,3917933832.66,49050937.65,29624763.07,20067942.04,43778579.81,14643206303.31,238644380.75,21613937.52,27931002.67,638203740,143255328.85,719157429.29,987150998.41,312578389.9,54476024.35,61150066.76,48661084.51,416629212.2,0,1134451196.16,613562015.14,22648111.49,1806360008.77,82485652.6500001,39956590.83,56634489.48,121558580.59,135893706.39,41866678.44,11661941824.56,84446051.55,20555510067.65,428056174.32,220030406.48,94530912.97,152241692.66,322963278.04,498909936.35,43763958.32,28908892.82,208144753.26,2641861926.05,101997239.71,27248199.27,5914575405.9,89222390,19551305.39,285979564.69,4670697.44,175727580,1280446455,32741,91713724,8754854211,1322917304,119476446,1189991432,310055217.93,381159337.81,70698709.5,9017051,0,2887267,0,57305127,15968055,91145898,1082359160,0,205955697,10160447.85,17844011,71766949,3299881,3330325,7731287,5813854.46,36197596,7628088.31,37329289,174507316,19133698,42770931,152073686,1214342,4747013,2931554,6689786,64212035,20341417,20113897,10360876,597731687,12262378,30511,14940625,13012719,137697,214991491,5908909,0,0,0,0,0,0
"KAZ",61416624.98,11298430.63,979699247.82,21400718.94,271226148.05,0,50044.32,131942152.52,10588007.72,0,388052005.35,976295021.34,61634.32,5690191755.25,565280,6937911.44,49558,170001606.94,899712951.27,44223337.55,72762.97,37998,849388352.69,39023304.4,434819379.13,0,3955685727.68,1232703661.85,699270089.48,78255,0,74484330.63,0,92485352.81,73297986.6,101864333.09,5075465,1060984941.99,5855812601.12,0,55947,239684911.83,33819476.89,117426,83354139.83,85753007.25,1490630.89,35548141.9,0,1016376.71,38389506.85,0,2351183618.8,23065044.19,4284987.33,15608470.98,63837,0,2376857.32,326655586.08,402669990.86,0,611344.23,868183177.89,0,95010028.97,4288813.6,0,67714516.04,43882264.4,16925721.95,202639888.72,26305391.65,5692,1274474847.71,6033165.95,0,0,882900270.37,7645,77803.35,0,0,2531170.61,216056568.74,6682507.07,321875313.89,0,457212.99,0,1157482.29,5076902.71,7721283,7517311.35,11189,63500375.97,0,24607593.85,394791028.13,0,673612.7,354122953.45,3725556.62,0,101374804.56,5293,4375977.6,0,0,4698886795.09,3810897.17,1990364.75,39915243.85,161249050.02,0,2318467,1615000,18560964.52,96000661.05,765651,0,5962226.4,0,0,58268763.58,192478907,0,18500.43,0,718139,65967458,0,29037005,705569,2451355911,5458,0,16308313.25,0,0,663596,0,0,0,0,0,77839373,1113082479,0,122964,3560585,0,0,0,0,0,0,7980,0,0,0,0,0,0,0,0,278435747,0,871692646,0,0,0,0,0,0,720678,0,0,0,0,0,0,0,0,0,0
"KEN",170571012.49,476311.52,13626482.37,1166212.51,919016.54,0,13723,390957.25,3792568.96,251862.06,14982020.77,48100535.64,762489.41,37695228.65,949859.54,1395094,16307.13,3358910.29,127712765.69,7982862.19,22820,12003.3,37052770.72,204069.96,18906258.63,233202.38,88589453.53,483857314.16,5965630.1,64136.71,3498,41904840.58,621966,581122.32,688315.23,81094754.19,18111601.99,27091554.8,90628222.5,0,10121,9824635.31,1084174.28,9353970.7,5721,106699.63,10360578.4,0,36691588.24,14679578.42,42199628.38,14723,382696005.47,10971160.12,2378378.56,179630542.55,22940,26276,5005951.46,13842421.23,10600913.27,453463,2992291.16,2020340.89,88906361.13,15673284.97,169850638.95,14567,102910.67,621296.8,535430.71,27033347.01,24872746.9,1043377,13259173.85,207696220.72,475030885.08,12507,367054371.1,90978.74,39453805.73,77963127.43,5096431.33,0,37212.51,24021953.42,476458.32,956711.2,195520.21,2352337.42,1894141.48,1803726.43,46115,50701471.64,370858.3,539724,743683.62,2918842.05,26021075.01,26882078.1,0,1063442.6,4784162.02,10610596.38,6810,3550.74,11386941.43,13878164.19,460313.72,33881227.45,3089059.39,31554406.64,940643.64,1907878.25,691815.62,6610162.1,560664.14,3083141.49,130392.67,1189044.15,2366660.76,2123908.8,18501.39,748124.47,7114629.71,38054475,38782368.62,28688,2192730.66,98204,135352790,0,14730,6237241,3650538,1203404,834155,9155644,290459.46,12980.3,1488432,0,425025,44064,51536,4244637,3714,5831985,0,4309774,0,123237524,33935049,4386377,359624,0,0,35711,0,0,0,182421,14400,0,123562746,269988,0,0,0,127959,26790,0,0,0,0,2095,0,10098,0,0,0,0,0,0,0,0
"KGZ",14372084.85,4927,404252.9,268809.05,7760472.4,0,67937.12,2932499.49,316031,0,817078.93,226203098.8,0,64469823.04,0,0,0,1906726.25,7995922.67,1139,65180.51,0,440163.68,3684468.84,116452,0,5087276.92,5730222.83,656108.89,0,0,654060.65,0,106210.18,30000,1396795.57,70274,1000,7156702.22,0,0,3687142.54,15374.6,0,3731407.3,17405803.49,389222.6,1816227.77,0,206237,0,0,689890.86,0,2295,693094.88,0,109955,0,2140322.96,1122793.56,0,0,485513.77,0,3949735.75,0,0,273718.37,409826,229782.6,917163,50728.42,0,47084628.78,0,0,0,4648576.22,0,725474.89,0,0,358591.35,2859,563924.42,3232110.48,27936,0,0,0,1214.47,2093,3455,0,1192052.56,2916,23646,1785915,202292335.69,0,0,51005,0,804206.16,132764.11,0,0,0,270025534.19,0,0,168908,0,0,12041.93,0,143725.4,942497.54,24196.54,0,1344,0,0,80470,118361997,0,0,27322,0,3055,0,0,0,10954556,1133130,0,0,0,0,0,0,0,0,0,0,1914573,6117337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28100042,0,85658383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KWT",634806563.88,18161789.25,781054.36,1179289734.55,1320633.96,0,162839.48,0,105561783.19,30769,2489039.69,63663194.88,3175,2136283914.43,802313,58516,28740,590612.84,58974415.77,73812195.86,50113,0,70084721.8,0,1412011.84,87347,1306917103.56,1204284295.78,1774016.77,0,0,71177065.57,388274,887589.74,34148,6132377017.13,549400.04,18314.14,156529354.63,0,126976,7943067029.68,299114666.84,15773505.98,2936,0,9834475,2140624.31,74035.58,551193124.43,1819466.29,8881,2205574843,1763708.49,41630293.5,1687940912.19,49562.28,1831,62307267.1,139260.21,53554719.97,42562.98,176048053.61,231075.31,2945363.47,337708655.11,15202476.1,0,572026.81,21290.8,634536.66,485523.54,152618616.23,52417,89403719.17,40392595.44,23928857.51,0,3931763046.27,116008.84,3317633.99,91659.93,156042615.17,1482,318299.79,66218123.09,2264257.4,329745.54,5407135.54,98425614.19,9550546,14447522.4,5695333.8,4589653.54,7013,834686.5,16610.04,282856258.97,8992894051.02,2291558.79,40448922.84,166785,0,165447,6983,0,3841823.93,1007566.82,2117098.62,19932920,13026111.4,4600210164.29,155163145.36,13341491.47,1006492.75,2065693.91,0,29982998.86,24700,34174.28,328153.1,43353886.59,3950.3,2215539.95,20701864.88,5701800,40949.72,0,0,1694,59634870,0,0,184389143,138418130,94809778,23289,7153792.66,0,2141,14114,0,15878,0,0,1577,17018,11892913,0,12516,0,0,2615463,417008,0,0,0,0,0,0,0,469462,345109,45057,67093,47682,0,0,153461,0,0,0,0,0,0,38356,0,0,155257,0,0,0,0,0,0,0
"MDG",20063669.07,635672.3,5189440.53,925433.71,387422.55,126938,39828.76,29615.68,394012.83,8990.41,16793291.13,6650759.6,182010.46,30483444.41,9462.65,16388,110340.56,2260058.95,85272330.01,2165957.05,66217.35,0,40950648.83,171850.71,695080.54,20337.15,562941851.13,58889429.23,3353116.37,0,0,11185551.92,0,726630.95,8000,20288453.83,1155170.17,740646.28,67282933.27,0,38530,2193954.12,444389.37,935186.08,0,58135.99,1816561.71,0,0,1823810.54,79687,18152.62,24428019.23,1017059.88,75835.17,2262522.4,623157.44,70773.07,138839.15,1629487.49,5388944.83,0,152707.39,50107.59,7557,1230291.1,171750.02,0,438289.99,908685.28,468151.46,11333831.54,4332634.73,14321.64,1282697.2,38896.78,72274,35025.98,313602996.26,1192,9396766.18,18620,682778.46,3005.47,49381.86,489448.51,0,735400.89,9494,13129.1,130672.79,265973.07,814851.17,192955,95264.4,0,95536.65,591762.68,18396201.87,39938.92,5095812.59,0,1399887.33,0,89870.47,42404,859434.28,25115429.9,77395.31,1474507.37,127167.11,22536463.93,116817.1,232243.53,43576.08,8488,70083.83,10898779.27,36574.64,0,4500,19999.21,0,14421.88,1542531.08,38530,6351477,17219.34,3715,0,1038905,0,0,2797132,86447,0,0,0,27212,60557.08,41680,73974,1868,1977,0,2591299,0,12859,0,11842,0,16829,5588,0,0,0,0,51155,0,0,0,0,0,0,18156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKD",353282.91,421031.09,26238669.6,0,280491847.84,4712,103762145.96,2871177.45,2377594.41,0,7648519.79,17383316.63,35149,9505514.9,160465,188177.38,58435.62,13635224.02,495053682.46,3878726.62,70091,3581,190771305.6,401420.06,1900275.21,0,23001947.95,87075485.97,441429063.7,0,0,83802.62,162239.18,187372046.8,7303767.9,806148.49,728615.24,712044.69,386332473.5,0,0,2379635.46,685304.91,10041.29,685194.98,892834.83,828810.75,7271,0,133127.93,817319,0,80652282.5,3722725.83,136396.46,1475680,107844,169708,50437,12177401.64,17944306.75,0,143434,21424426.17,0,384955.54,202138,0,631967878.57,6505728.53,75168972.31,16811519.07,217077.57,0,56775261.12,0,12933,0,63907498.82,0,1283233.21,103664,0,79597067.8,179315.84,4261830.58,554831.75,0,0,159284.02,57804,3238028.7,31841,0,0,293460,0,137083.4,6078805.41,984134,0,0,638154.25,21687.2,0,29454644.77,0,0,0,30368370.07,0,23709,444580,8028,0,877148,517242.27,640233.98,213150.87,0,3048830.64,19243,6082.77,0,70628,103790,0,0,0,0,1715474,0,0,42104,1162175,473178,0,1355433,251190,4510,0,0,3354,0,147931,0,0,2033841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNE",7107,20689.34,2816539.91,0,781295.1,0,23018873.53,0,1866,1046,511003.93,1182379.75,0,1425950.41,0,0,0,5911323.32,11384497.42,405296.42,0,0,2651810.98,14965,22841,0,1699625.27,6973668.31,77042714.42,0,0,9323,0,10019272.52,101687752.67,0,769403.62,1512,218423335.67,46852,0,1627,0,0,106742.11,9496,0,0,0,113827,0,0,3683416.06,325604.99,0,0,136000,0,0,246653.42,5985,0,0,236441.49,0,0,0,0,152719277.46,386741.01,42226132.68,270035.32,0,0,1454063.05,0,0,0,6004413.44,0,13769,0,0,7390549.66,0,5234,0,0,0,0,0,938196.14,0,0,0,0,0,0,49756,715658,0,122730,0,0,1735952.03,0,0,0,0,820770.62,0,36442,8436,0,299011,0,0,0,0,0,0,0,0,0,0,115466,0,0,0,0,921284,0,5204,0,0,15530,0,198952,0,0,0,0,0,3160,0,0,0,459827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOZ",8941784.97,1291577.99,11440575.79,390728.86,217471.24,109678,0,156849.83,106409,0,621783.12,8909876.2,0,89834802.03,1077890,13264,0,11641655.35,149222837.97,4449256.13,0,0,368731638.18,0,2685636.7,2979,29490617.66,212628556.24,1819912.81,316606.06,0,8469596.62,133684.67,482365.47,421396.59,29506362.69,13426.54,0,570607950.92,0,13280,1808922.2,1744762.94,0,1511700.64,0,3586165.07,0,162084755.53,1721054.17,1068,1160332,31094587.75,257056.05,511326.79,5908915.65,189433,0,275331.15,34676629.84,49802630.44,289942,0,681444.45,0,236963.46,78081,0,1007781.17,294212,87364.38,4853228.03,10322015.37,0,16590681.6,15644861.72,1887449.92,0,7062360.1,779090.74,506971275.13,54096650.27,120501879.07,0,0,1357271.11,60701.59,8602.99,0,1274,0,0,0,33664,0,0,0,589087,9340620.62,330808.2,24570912.62,0,21971.51,1579369.29,22672,0,0,3049719.7,0,23069855.03,0,3359907.24,0,0,220981.56,0,0,112845.8,0,16459,0,22884.13,126870,62200.61,5521011.64,0,319633,0,0,0,22353,0,0,9780953,114768,0,0,0,310836.39,0,0,0,0,0,0,47259,0,608375,0,15209108,0,0,0,0,0,0,0,0,0,0,79516,0,0,0,0,0,0,0,0,0,0,0,0,95279,0,0,0,0,0,0,0,0,0,22271,0,0
"MUS",60875711.86,166338,9606365.03,3438541.51,1076447.92,1536,288429.52,190569.9,1290118.63,384797,10025453.92,32701675.29,252033.7,6774534.21,639216.28,205640,81367.22,13696353.41,64126999.47,2838679.36,10029,688582,80536944.24,248291.34,1227768.23,1216044.65,375718445.12,698983012.16,4488667.9,25314,32598,13441169.43,125158,2023071.33,1606480.32,11656720.52,5913920.32,1706195.95,120102316.08,0,10286.92,3513601.6,651216.55,2187141.77,345132.3,24123.81,3959227.34,0,2027315.41,9722382.99,10245659.64,75231,34842806.43,2800242.6,2208335.75,655485.16,2892673.01,281165.5,3721215.88,13299629.99,19000185.69,30576,238010.79,1951503.13,1898183.25,10589708.19,456523,0,679682.31,915660.97,2073702.99,1101594.2,10216583.05,65107.87,9167718,2778450.87,2412723.72,452788.01,187819903.48,63203,69743149.14,8632933.56,9308343.97,0,2760.32,3868049.91,312724,630762.57,238530.63,276555.63,1442477.83,215812,21484,145849.52,5861.32,0,426520.54,58289.54,12459603.72,65082.82,19753040.23,68885,3127736.02,102885030.99,71003.45,121871.74,4934456.92,0,2367,4953954.95,1862078.26,12426837.24,9935,1082433.6,1247660.14,2111823.67,482786.77,730162.57,13886.08,31435.6,2907857.74,709814.74,0,570402.4,2458017,15129,318900.67,3778,0,0,323283,0,0,1762617,36566,0,17653,8039,21518.02,103749.53,0,0,0,0,0,18262554,0,661084,0,2301854,0,0,0,1232,0,0,0,0,0,0,0,20175,0,0,0,0,0,0,0,1885036,12065,0,0,0,0,0,0,0,0,1553,0,1417936,7655,0,0,0
"NER",771957,210242.06,5742,696609.15,0,0,1406,0,6795046,1288.52,2292056.3,59529248.66,0,7689397,4114,3668,0,788783.25,1556426.95,264811,0,0,17090778.65,22930.66,13960,1326,262304476.9,864514.7,217050.5,0,42889.17,48703.07,0,0,943000,2492083.63,2576973.01,6259,2390200.4,0,0,5188856.84,166131,3872690,0,1220,288235.49,0,79689.66,3086197,41571970.38,0,3297081.94,76577.77,102947.71,382329,0,26043.31,0,393067.81,7995,384179.89,42360.71,146925,26701.16,583473.2,432404,0,71490.67,9962,97056.21,235399.55,3937033.72,6001,1060066.95,33507.4,123941,0,41122690.57,0,5713255,64387.85,9341,0,0,6681007.95,0,3424586.01,4380682.84,0,10765235.68,0,355495.55,45122.08,1462,0,38253,0,68918513.17,0,1496829.27,0,3295133,0,44644.04,0,43429.13,3076.63,0,6732504,97950,818723,0,521525,15459,17664918.91,0,176642,0,486652.57,188010,1131,0,753920.44,1819185,23192,29763,0,0,20890,25867,0,0,38751,0,0,0,202932.91,7467,4830,2845354,0,0,0,0,0,0,0,0,0,0,0,14661,0,0,0,0,0,0,0,0,0,0,0,0,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",706812609.8,347960285.02,1432336333.44,201603246.96,4448807121.96,0,179496770.84,15690710563.18,1373531135.74,1736,731575874.43,2765071574.83,42843480.25,15598933102.65,1319673.87,105385983.85,26763995.83,5095871974.50999,20181793371.96,1178462529.52,19836098.86,98242146.34,6146090583.29,1741040774.34,10951161546.52,4666556,8548863696.19,11896933824.69,3360941872.76,66232752.51,330420.07,406975505.77,69638257.92,1784469185.15,6538539240.43,3402556036.65,527039464.02,2111428654.21,15887616150.04,2470549.35,14187791,6565233353.71999,298951539.8,24544646.71,4171766919.7,2033636347.66,387302998.25,667004626.82,0,299891731.55,163007152.8,16022828.15,38432870778.59,1129460597.47,11510697.82,286244581.58,18242052.21,172018148.58,129917178.05,11543872798.03,1692075043.06,1494455.83,6808875.35,3665121352.28,599829,945379758.94,60445995.4,67980093.7,2177521243.29,4951317225.78,532330350.77,3711539646.15,1089681815.07,5447934.81,13261597629.42,53911811.15,24255068.55,192263351.39,11261447907.27,331710139.11,570811549.98,75368.6,12476905.25,157236446.37,517427409.24,106001137.2,1411423647.1,177104,8740678.03,5994437.63,45640178.57,2767505469.06,364580576.25,51634902.98,681999.05,623377254.5,21285066.57,512874869.36,8319253753.24,11735839449.5,105396884.99,905081481.19,111133888.68,286837.46,578893979.07,169079667.77,11550020.98,365091.15,3469361.98,0,31613512.23,1131191333.5,1001605314.93,556790265.93,17388081.37,50298022.91,62096669.19,648450447.02,596368548.69,7120205.74,262952298.88,156170599.5,7762085.12,58257149.83,531718380.79,124741567,702042.2,1343385.08,344325.89,101281723,1835463481,0,208989148,250444524,2914451187,51264536,40976064,204408086.28,40231.27,253463.29,97747418,0,164774,5316447,0,5092694,383887609,15797772832,0,36035621,34800789.26,2387433,6737877,16033544,0,6582126,148068.1,1114658,0,1550622,12756501,7798412,2107753,24956,0,925122,605637524,0,1719419335,0,0,1101578,3617757,0,182324,70590,0,1815,0,0,0,0,0,0,0,0
"SEN",32058219.66,48153,934332.59,1726563.65,492549.34,0,20194.21,7025.52,546061.1,14380.95,1199729.66,9223347.43,0,17374961.44,11100527.86,8957800.57,1314.56,433226.46,9957905.1,585913.44,0,33022,74431936.77,1927175.96,1595733,8268.29,169562527.05,21203552.91,27538842.38,46503.77,0,10294439.87,2074403.83,237954.04,24030,114842732.42,425623.65,615856.16,113137557.94,62110,0,8892084.9,1194075.63,1629303.29,0,0,2358815.4,0,0,495336.31,16994984.22,3250,28136889.67,1676102.09,410777.25,246054.77,1031995,67670,34874,1575883.95,19483230.95,0,230138.84,54018.6,65978.95,667352.26,2980528,0,11464.51,31391.78,219378.15,1183467.32,2955623.05,7012,1853473.11,1042536.94,85906.22,2741009.79,20867725.69,6210,1739310.93,168977.85,4281,335465,31683,2016668.86,3113,20442936.89,22709907.14,2590,43761713.47,353555.46,1377842,266947.3,7431387.36,260450,46811214.76,5925,14434687.95,0,1961311.33,60990,87613.12,358994.25,22725,22406,326140.7,26870.59,8418128.26,80252.14,0,162495,0,1205399.91,36571623.92,8640541.02,27381.2,10387839.42,0,422743783.4,140847,0,60808.15,21493733.22,4343885.36,97117,47596,0,3949594.02,0,1507753,0,20091,278017,40219,0,5239054,7241,425163.42,128432.1,1140340,0,7473605,0,0,0,0,4699,0,4197502,0,1415959,26135,0,83746453,5812384,0,33504,48501.48,32895,0,51902986,0,887509,0,1163308,0,20555,0,178409,0,0,0,0,0,0,0,51059031,0,0,0,0,171358,0,0,0
