"","ARE","ARG","AUT","BGR","BOL","BRA","CAN","CHE","CHL","CHN","CIV","COL","CRI","CZE","DEU","DNK","DOM","ECU","ESP","EST","FIN","FJI","FRA","GBR","GRC","GTM","GUY","HKG","HUN","IRL","ISR","ITA","JAM","KHM","KOR","LBN","LKA","LVA","MEX","MKD","NLD","NOR","NZL","PAK","PAN","PER","POL","PRT","PRY","ROU","RUS","SAU","SDN","SLV","SVK","SVN","SWE","THA","TTO","TUR","TZA","UGA","URY","USA","ZAF","ZMB","ZWE","AUS","AZE","BIH","BLR","CYP","DZA","EGY","ETH","HRV","JOR","JPN","KEN","KGZ","LTU","MNE","MUS","NCL","SEN","SGP","SRB","SYR","TUN","ARM","MAC","MDG","MLT","MWI","NIC","TGO","VNM","GRL","ISL","MLI","ABW","AFG","AGO","ALB","BDI","BEN","BFA","BGD","BHR","BHS","BLZ","BMU","BRB","CAF","CMR","COD","COG","CUB","DJI","ERI","GAB","GEO","GHA","GIN","GMB","GNQ","GUM","HND","HTI","IDN","IND","IRN","IRQ","KAZ","KIR","KWT","LAO","LBR","LBY","MAR","MDA","MMR","MNG","MOZ","MRT","MYS","NER","NGA","NPL","OMN","PHL","PNG","PRK","PSE","QAT","RWA","SLE","SMR","SOM","SUR","SYC","TCD","TJK","TKM","TLS","UKR","UZB","VEN","GIB","GNB","KNA","MHL","MNP","WSM","FLK","ASM","ATA","FSM","PLW","SHN","SPM","ATF","TKL","VAT","HMD","SGS"
"NGA",94048004.76,1359300.07,244201773.19,605052.94,1969,6227620227.77,807140501.39,121789726.15,883555,471580973.35,2182251722.35,430713.92,6051537.32,30516774.61,2474180368.31,293704.23,43621,16852363.73,6448600230.68,904438.67,219725.01,0,4472877995.53,1530920446.09,98593838.53,34998545.07,0,41516642.37,239191.42,456513.84,1411577.63,1506767386.77,6964257.4,72672.84,100362313.62,2300691.43,1248071.53,26231,408230169.28,187693.03,1435630218.28,1324124.19,102534.09,40456657.08,0,67911804.62,5225054.77,2372021929.84,1349.41,1346167.06,6575769.13,428984.22,387746.35,32483961.56,39379.54,498927,200604822.53,22393394.95,216158535.36,75635429.97,1258941.33,901118.27,117413.98,36280202600.69,1892437191.19,670888.38,226892,561607.75,3755,20270.96,3107193.01,9961.51,1213171,141265.6,204881.03,268519.2,27206.21,1625967853.67,2397120.68,5364.27,26546.25,0,55605.07,0,724014013.1,6380700.75,316189.56,24041483.33,839569.72,2521.75,0,6087,56273.62,63532.63,6472533.7,23111144.68,40595899.53,0,1273,2638962.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",4804178.76,63990,3416539.84,54205.83,0,504261.84,14303688.64,6739856.7,185785.59,5818158.45,9391,64317.97,27780,1745628.67,45142538.75,2570396.88,0,0,5419723.79,20110.3,418978.18,0,21216392.92,19583331.59,482705.27,0,0,3340340.4,222928.82,258995.41,46974.39,11720581.25,0,510754,935098.26,512347.85,3393225.26,4874.35,1364147.67,8538,4546785.53,959423.51,645607.45,1422635.28,0,27488,534664.49,8100173.19,0,105493,715811.96,1399573.18,3249325.07,0,235090.57,175281.48,1238923.1,275311.37,3986,13929431.85,13806,62573,0,85261175.47,1072717,0,0,4075327.21,0,222853.57,36300,8059,0,5217077.68,4388.51,616419,0,11028156.83,22108,0,19064.3,31996,20982,39977.15,0,2927696.87,262105.91,0,0,1017,24804,19652,1627,1590.99,0,7443,0,1130.38,171231.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",944849794.64,2715,644268.26,13981,101418.82,6664.72,4100850.83,2037914.75,43772.55,10799648827.37,691516.7,107564.2,1765,668419.34,12684301.85,22931841.95,7588.96,65386,95087161.16,0,64982,0,112855278.78,170533529.05,5701570.39,26876,10871.8,78030181.13,234000,3299482.49,2000,23465321.14,0,169657.83,5254492328.76,6878192.39,9654198.44,50087,541213.16,10321.41,245933481.63,364524.45,245971.15,96234718.59,33062,179932.43,5599296.84,1695513.43,0,28381968.81,5444933.36,328291629.28,5778685.13,188819.22,2435,455198.64,611754.59,2428798043.36,177301.71,10150379.97,7728888.14,5315812.87,0,826402644.93,150492857,300719.33,248304,10269365.42,3182604.43,0,550800,3182339,7424525,24078692.61,6284139.94,598443.13,19480905.05,5159189814.28,6623185.71,0,0,0,1843607.08,0,2226658.81,456010488.83,3741854.84,14437900.65,2891125,289371.86,33059.56,673289.84,7346606.59,108630.8,0,0,16355383.15,0,0,19624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242361.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",189258790.8,54236527.17,205440471.73,31301809.72,1804210.01,493685987.85,586901915.86,72418209.65,70223032.32,8130220414.52,1388746.18,11699909.43,33112952.26,153027831.69,2483806339.3,77856186.88,2108861.44,5120896.38,365930669.74,13557100.65,67367216.31,2064926.06,690813571.2,1134997832.7,98462039.84,2592877.99,16816.05,3685112124.82,275092558.92,109730564.1,33807884.94,351911154.04,1030200.94,4700837.77,3061425683.6,9082441.47,7565176.05,1103725.48,573037415.09,2123399.2,1534242189.33,177424618.52,118337982.55,39888506.89,8081008.8,33012441.62,158269492.35,19130700.84,6316207.35,25318817.57,169126484.45,132613257.64,197166.68,727942.57,26109708.43,18046031.48,85001534.99,1876988292.95,1645627.77,140839487.84,15844517.62,1345723.24,1797103.3,6665731738.92,104975139.18,42474.51,0,506034942.34,63746.53,2630456.86,7629177.59,4139029.38,11510299,19229567.39,2527115.45,13542611.4,6380371.83,6930431611.1,7104690.25,332682,4162808.16,1178057.5,17487902.7,22839368.79,1389749.67,1434462794.85,10984806.58,1379687.31,7710963.63,1808495.59,7044049.17,5219342.36,18849197.85,146464.84,1017661.86,5620690.82,348718116.98,22221.62,2598651.08,17837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",50929,4495,479644.12,20782.46,2211,1230,1810819.11,2637414.11,190455.95,146180586.9,0,6623,0,1324124.18,335499012.29,1459937.49,3943,42135.27,147043674.88,118594.37,187137.89,2377477.78,6580126.85,110916751.17,21926790.48,0,0,13869696.88,0,327186.52,0,68262358.34,0,0,219819951.2,0,246122.18,0,7938,40055.05,114260656.67,76048.54,80301419.94,317719.64,162420.48,0,752502.11,1148022.11,0,1500,3687704.51,0,0,0,9505.84,7178,2130556.93,50911936.34,0,0,0,0,560151.48,105419608.44,5105405.07,0,0,2408840445.43,0,0,24620.2,0,0,0,0,9007.11,0,845389485.94,19628,0,0,0,0,1341490.67,0,45584725.96,7572.9,0,0,161699.09,0,0,161125.57,28542.89,0,0,3078393.22,0,6599.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",25367046.48,0,348558.55,13703741.92,967883.75,172317304.27,58172.58,197250,288982.32,685243360.8,3478802.88,15468938.01,6812544.61,8068073.63,21484326.51,399648.01,58410479.27,1380736.67,5455917.27,843071.89,976877.58,1395135.16,6198187.55,5682597.94,91987644.04,116500,688471.69,24424668.8,33000,2271693.24,9000,3470387.2,2084844.78,764415.47,0,7510766.87,119241,0,19092822.19,1889038.61,18488774.11,0,0,12378179.79,0,19717157.91,92886576.53,0,34433282.27,150817.81,13700516.94,19781300.77,0,2325455.09,7960042.15,5731216.68,19551,25896682.8,8318856.91,48948323.43,240339.16,940630.76,1638652.67,0,3312465,0,43459.67,5616227.92,14485.91,332502.62,3008225.47,35895,24745704,32751127.64,8211159.77,639202.47,0,0,656225.2,0,66404.21,642369.02,1567314.49,397377.98,611451.75,265355.21,12287138.06,2484589.5,6788877.34,46222,7406,170790.67,0,35780,5684797.77,661560.36,0,0,0,395854.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PSE",5535949.99,0,159977.67,328206.47,0,0,260583,136724.51,0,275135.07,20382,4536,0,27975,556338.42,13601,0,0,32537.03,2585.99,0,0,1770476.66,2584289.45,19161,0,0,0,0,31229,443803426,2664581.2,0,0,4469443.65,22844,68479.24,6574,14914,0,1114458.93,12117,26368,0,0,0,13471,411083.48,0,3937,7349.86,4302244.17,0,0,0,3473,33737,0,0,534102.2,0,39887,0,6622242.24,0,0,0,107873,0,0,26873,58566.39,5604439.34,1127506.12,0,10482,35501735.09,83254.88,0,0,0,0,0,0,0,0,0,23793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,587156,0,0,1324709,0,0,0,0,0,0,0,0,0,2000,0,0,0,14104,0,0,0,0,305660,0,0,0,0,0,0,0,0,0,0,32766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",455858137.65,4712812.24,1974405.39,527890.66,0,131748466.89,1105347.75,91248855.34,54693849.41,1213625051.06,4489729.62,1758863.28,2429,185238,31913734.43,60805561.66,0,11813917.54,1925500558.09,0,3338136.48,0,177836314.69,202087765.41,14621235.09,0,0,22367448.69,1127345.83,6863621.03,2059376.68,60146313.87,0,8014.13,13277433025.94,16553286.97,40326051.95,0,40647430.91,3111378.17,75351618.67,1114978.12,993949583.3,798136105.41,0,5985372.27,168132.45,7303222.84,0,176869.76,16420318.78,117223653.41,12379086.72,0,627710.94,88802.68,5268229.51,2660965166.45,0,153431277.11,8137794.27,4051565.95,134535.11,321634740.69,175479579,321858.75,1995962.66,199476190.17,182702.17,146509.93,772605.47,305544.1,12311989,54390324.26,21196216.66,8245765.58,9148918.82,24604046592.46,23411441.33,111544.47,1091559.68,0,91355.11,211648.1,1760707.74,7143005190.68,7515759.49,59294697.02,14840516.6,414585.13,0,572309.15,326440.03,2814431.77,0,387784.92,66801154.39,0,0,577800.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RWA",1739366.03,0,640236.56,213128.5,0,1532.58,435653.87,28560.59,0,29576937.94,0,541863.84,0,10635,23194100.78,14999,0,11338,405624.23,490529,55986.53,0,3823839.22,2646709.28,0,0,0,7440286.98,0,19895.33,547891.03,3138487.4,0,0,76996,0,0,0,3273,0,1205829.22,54568.24,0,9187082.41,0,0,989633.23,71087.54,0,2219201.41,952799.75,0,0,0,43749.02,146842.99,378509.51,28681728.78,0,1267,49158,1358707.53,0,13552924.86,1754964,0,3450,7821,0,0,0,0,0,201813.75,5307,0,0,1897625,361275.42,5738,0,1784,0,0,0,0,0,0,0,136749,0,0,1083,4917,0,0,0,0,0,94263.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33454.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",1303223.42,316015.8,161541.73,111024.45,1232,306529.71,1247170.98,950441.95,245010.19,1586097.41,13654.93,28927.3,0,5537060.81,13971789.24,142709.98,0,0,3662847.85,616316.99,1781078.39,0,31466119.92,7351485.56,2898809.78,0,0,7653,0,223795.37,7000,498765.64,0,0,670446.21,692039.18,24395.02,7816.93,2656628.22,67343,9675347.67,2986,346821.78,282254.04,0,2407,13081650.63,971645.93,0,0,366313.03,159786.93,97202,0,307149.2,5370458.05,152101,873017.44,0,2020540.53,75082,11843,6519.03,47025531.57,1839963,0,4830,1876596.86,62326.64,197224.16,0,7557.09,212332,328338.08,327342.72,5283,0,2236751.05,142703.29,0,0,0,9507.88,98910,1884016.89,0,518125.44,0,4712,0,0,29319.96,18115,37889.04,0,0,698990.46,0,0,5383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1517978.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",972300.47,597937.34,16237290,1290427.01,0,3678602.93,0,716322.89,479775,550296.16,0,139026,359469.95,1030347.56,11938516.89,827713.32,0,0,14524895.65,47086,2559972.84,19588.64,35684979.67,12206797.49,13440287.46,0,0,213362,1376091.56,802309.55,113387.55,0,0,0,22973.35,3664491.71,0,248230.28,99566,30723,4803774.56,0,835219,0,0,51291,8665832.42,1189889.21,0,40080146.6,1970430.92,494934,0,0,1534237,21905282.49,1659548.38,32619.6,0,599039.84,0,0,10503,802566.93,208840,0,0,0,17720,1103549,199971.68,28419,181546,3706856.56,0,1945760.75,0,0,0,0,263029,375223.69,0,0,0,0,298483.68,0,0,15107,0,0,1046209,0,0,0,0,0,5263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOM",61712758.03,27465.6,181706.81,108708.92,0,9102.08,39207.57,246142.26,0,179869.59,828630.84,0,0,6890.03,186323.51,0,0,0,0,0,0,1037,567454.13,6841,0,0,0,168309.52,0,2603,0,480582.43,0,0,0,226336.78,194797.51,9310,24189.71,0,0,0,2000,11330941.09,0,13171,14368.82,0,0,0,78540.17,15177840.87,47764,0,15029,5373.98,0,769990.81,0,1373935.69,938841.01,0,0,166433.65,156441,1532,0,5261.17,0,0,0,0,0,300761.85,11265321.45,4457,906231.64,119839.07,430004.48,0,0,2844,47383.49,0,0,0,0,801830.65,2739.28,0,0,76516.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127213.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",13236574.79,0,313300.9,39625.54,0,27503782.13,556375277.17,105318.6,0,1504450.05,8194,62369.49,27538.04,8001590.56,21387253.94,25042.95,184135.92,5408,4564051.19,43770.31,97604.75,3237,49543356.99,1075070.8,1382,0,78572641.68,3652844.37,68196.63,410099,0,281170.87,19212317.39,0,187020.86,1088,0,0,7468,1380,43503577.15,199111290.55,0,94665,556262,86972.41,2324431.55,2745337.49,0,0,77530.01,118133,9081338.58,1275,4024783.38,61518,0,47755,4844458.47,43000.59,39189.9,0,1252,123181968.52,51820,0,0,448446.87,4785.27,22615.93,0,11065.7,0,0,96836.53,3225,0,3380391.33,30676.8,0,0,0,0,1064.77,47716.82,0,57136.45,0,0,0,0,0,0,0,0,0,0,0,59555764.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",177437.1,38384,6206270.82,37229.29,0,4334920.63,698745.61,5136552.95,6139315,3547972.82,6847.66,6923191.4,0,138799.9,23894034.39,1883291.61,0,52082.86,15053219.9,25506.02,1086483.72,0,78050927.74,91121666.76,417102.13,96052.71,0,1973878.97,353270.06,580257.62,58926.41,32600758.56,0,0,2234203.79,26557,1298542.93,4081,112651.97,1150,6524372.32,367683,1076318,0,0,5296,155524.2,46178,0,0,1676802.02,515522.29,935131.21,10453,161320,1670749.56,49417,1914686.7,0,174010,2049387.07,4482336.63,0,244492,407974,3408466.64,0,456067.72,0,7821,25720.54,453723.05,0,0,36586,21102,0,32077739.6,5354080.12,1819.81,0,0,19980769.03,32711.78,0,2524962.33,45211,0,0,62243.65,0,11683137.35,318924.51,1315659.52,0,0,0,0,458917.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCD",625076,44766.32,1276.44,3037.53,0,0,219275.42,1678,0,38759244.89,0,6694.2,0,618573,9922623.59,0,61599.69,297055,1212529,0,3625,0,54009978.12,1305118.08,6689037,0,0,0,0,1316600.51,0,31396,0,0,239732.65,0,0,0,43941,9620.55,38311,0,0,551039.92,0,0,746295.86,7098698.35,0,0,88786.53,0,0,0,0,59145.14,0,4776258.64,10541,0,0,0,0,3197591528.88,8351,0,0,0,0,0,2500,0,25086,0,58509,21328.66,0,181564068.68,0,0,0,0,1054759.23,0,0,0,0,0,1656,0,0,1540,0,0,0,0,905483.38,0,0,33738.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",574341.58,0,1745700.4,50331462.51,0,7251,28323.32,11308,79380,19850532,0,0,0,22327713.16,9717577.1,108141,0,0,287492.17,25123603.88,1494,1554,10482358.42,119495.14,23114056.93,0,0,328635,12448484.93,10673,0,118102297.82,0,31996,2958254.91,71329,0,269250.99,17601,493802.5,13824643.04,127694449.58,67572,11146715.11,0,0,10509040.32,1282683.24,0,883149.1,205413156.1,0,1594,0,2560568.42,8368393.35,2463,736408.8,0,144337316.06,0,0,0,7517756.57,0,0,0,2688,495806.25,604360.09,9576926,0,35360956,0,0,6243618.43,0,5872,0,3167523.6,63784.49,13015.62,0,0,0,0,1539337.37,0,6079,27201,0,0,0,0,0,1833,1476260.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKM",7554070.4,0,45318572.04,17731608.3,0,1394536.03,797849.24,59177,47116.76,28008768.93,0,9309,0,1149321.27,54029149.35,2712,8810,0,108124672.2,13716386.23,189334,0,58447674.57,44122794.8,23534258.04,0,0,0,156739983.95,11018,151684.94,276132429.53,0,0,177338,21142555.71,0,325083.41,250401,0,65311.3,116445,0,24609394.92,0,0,1956644.14,2414501.24,0,233503938.01,97674586.7,0,49469.05,0,1143736.63,203004.77,94986,153073.87,0,360516218,0,0,0,139978015.19,0,0,0,14895,49734120.98,0,1955364.42,6569,0,19450975.63,26068,40516.46,0,2067921.08,0,2158707.82,14520,0,64288,13933,0,0,1978878.9,295242,86258,34673046.92,0,0,0,0,0,4929.74,976878.14,0,4132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TLS",0,0,0,4548.25,0,18650,6491199.67,0,0,57869.04,0,0,0,11755,4085464.55,220786.38,9000,0,162404.73,0,0,0,386067.85,138951.84,0,0,0,0,0,0,0,39633.2,0,0,25971.9,0,0,0,2989,0,1473,0,333453.48,197241.33,0,0,8728.13,753084.04,0,0,0,0,0,0,37556.22,6653,47584.5,1524.8,0,0,0,0,0,0,71484,44224.3,0,8845800.31,0,0,0,0,0,0,0,1550,0,130149394.24,0,0,0,1009,0,0,1397594.66,0,8729,0,0,0,178005.62,2338,0,0,0,0,2168920.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",938915895.04,85693604.85,340381456.53,1163439438.66,558175.04,651128729.64,168396999.38,132790428.77,89872858.6,1039999754.68,42061599.3,80262169.44,10601685.94,1047386278.84,2384823698.46,209887223.16,126178.73,51797069.79,1230643713.62,198121981.57,90542242.97,5959.25,738463891.93,237246375.28,659346892.3,14345781.48,2128804.91,21319402.38,1240386336.29,16929059.91,177660568.24,3457849748.57,661308.17,159873.92,767421891.3,239688912.74,48903348.05,142680309.29,203831686.49,191776037.35,679090909.91,194959505.84,9167939.86,312750279.61,1308988.06,33142541.51,2165054566.52,76969322.92,370506.2,736949874.36,15825485125.61,1243790027.92,620115805.85,25846682.97,695030508.51,49726120.91,108941447.67,379877988.95,6604768.05,5757572296,89296390.65,29112530.03,5163578.02,2241218137.8,62682524.67,215134.02,1655921.73,99801517.29,547672516.78,162775079.59,2053850829.62,127357085.91,374673731,1903648663.68,130234280.39,132364262.34,646252433.65,208616399.62,75451153.69,91747749.26,419664238.84,5082339.84,187531.11,234531.08,85757321.2,753296606.37,601313478.73,1678245801.09,480973930.05,299886932.26,175779,1231785.72,11497066.5,5877657.02,841916.1,15562705.23,264658374.11,26970.52,901192.17,34870446.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3049581.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UZB",3368375.86,0,4794707.25,3302690.38,5087,6428502.1,1266133.55,11900390.81,6371732,316480940.79,0,41780,0,21086703.48,65980728.15,238191.01,0,0,6383793.34,6292753.2,65497520.26,0,15255744.51,341405649.29,177364135.13,1172,0,1861477.02,149829881.6,0,2762487.15,36635310.65,0,0,262451679.81,663313.05,0,12446925.58,210140.34,24076,13942232.4,166234.81,11195.93,19811836.32,0,4523,51475937.77,16291154.87,0,24358081.39,1280769880.88,150918.32,1101816.37,0,12077548.76,891399.13,0,35550462.47,1236.34,575414431.85,8005,0,177365.99,290044136.91,65192,0,0,11501.94,22346446.4,232310.77,29158359.71,0,0,16517271.16,12518,619636.66,872215.91,312396346.07,55262.26,143787567.61,34271646.76,1218,2592.8,0,0,0,8007409.48,2833193.65,5495756.12,10528037.66,0,0,0,0,0,0,4495980.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VEN",1979125.23,24211262.16,433225752.53,140190.48,240075297.91,466789119.01,1233447217.89,48153927.59,225647502.85,6048172879.74,263556076.58,1153713767.2,654793045.03,1779753.72,1241027231.62,54954417.55,61537263.18,2405359038.11,1829702269.36,11372.18,2921883.06,32634.63,367098100.98,1115473327.65,80482700.42,111275173.26,160348137.61,140875527.41,2776969.22,2913635.62,661745.74,488133898.64,926118287,0,22886645.22,1416795.08,53788.32,0,620653264.77,7823686.06,1348757947.8,23627124.48,352520.28,33973.35,68070828.7,314726578.59,4164823.8,189825938.3,363246492.36,3308223.09,407674.98,31768935.78,26411,186731108.5,163750.16,33048703.71,580047765.87,7330425.16,219345012.02,171991227.45,0,0,601879230.19,49030536041.32,302768539,1181,0,2548213.7,11074,187509.8,146056.27,0,8056666,75000804.8,110787.79,474348,78841.59,160273260.01,0,0,1117373.49,22960,0,3743.23,24031476.15,2249782939.22,966061.64,375375,24243469.98,0,0,2627.22,0,0,425882746.47,1123255.15,0,0,409323,463698.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIB",0,27998,17682.91,67623.71,0,90668.02,29370,39436958,11512,13059,23648,13589,2021.09,14150,12167432.93,7732118.82,4978,13069,13914795.3,2683,5476,0,13816883.33,12706334.8,17114966.18,0,31428,882193,190575.15,18088,6000,13963714.87,0,1153,0,0,33758,0,18793.77,0,915018.95,79164,2791,61001,0,0,13593485.29,323118.08,2961,0,23636,0,26165435.42,0,138956,35372,2540918,47895,0,58394,17357639,0,0,100173,2088543,72038,54715.43,0,81247.26,131684,0,0,0,988517,0,1181065.23,0,7089,0,0,0,0,0,0,0,0,5317,0,95399,0,0,0,0,37432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
