"","ARG","AUT","BHS","BOL","BRA","CAN","CHE","CHL","CHN","COL","CRI","CUB","CYP","CZE","DEU","DNK","ECU","ESP","EST","FIN","FRA","GBR","GRC","GTM","HKG","HND","IND","IRL","ISR","ITA","JAM","KEN","KHM","KOR","LBN","LKA","MAC","MEX","MNG","MYS","NLD","NOR","NZL","PAK","PAN","PER","POL","PRT","PRY","ROU","RUS","SLV","SVK","SVN","SWE","THA","TTO","TUR","URY","USA","ZAF","ZMB","ALB","AUS","AZE","BFA","BGD","BGR","BHR","BIH","BLR","DZA","ETH","FJI","GAB","HRV","HUN","IRN","JOR","JPN","KAZ","KGZ","LTU","LVA","MAR","MDG","MKD","MLI","MLT","MOZ","MUS","NCL","NIC","OMN","SAU","SEN","SGP","TGO","TLS","TUN","UGA","ZWE","CIV","MDA","MWI","NER","VNM","AFG","ARE","CMR","EGY","GEO","GHA","GIB","IDN","ISL","KIR","KWT","LBR","LBY","MMR","PHL","PNG","PRK","QAT","SDN","SLE","SYC","SYR","TKL","TKM","TZA","UKR","VEN","YUG","ARM","ABW","AGO","BDI","BEN","BLZ","BRB","CAF","COD","COG","DJI","DOM","ERI","GIN","GMB","GNB","GNQ","GRL","GUY","HTI","IRQ","KNA","LAO","MHL","MNP","MRT","NGA","NPL","PSE","RWA","SOM","SUR","TCD","TJK","UZB","ASM","ATA","BMU","FLK","FSM","GUM","PLW","SHN","SPM","WSM","ATF","SGS","SMR","VAT","HMD","UMI"
"MUS",167212.99,7176539.56,0,1640,1699368.04,7976416.31,36572827.68,211307.45,7704760.03,75591,9696.51,0,290582.09,1495844.75,52332556.86,3871897.38,28371,38235665.87,94029.51,1423495.74,413274088.52,646636703.14,2173254.28,0,12014177.75,31335,20873013.57,4686980.78,1620425.66,85847303.14,0,16866710.02,49669.4,860296.81,656391.67,4797366.37,1485189.94,1560212.79,0,3183573.62,34323101.03,1551000.8,346122.98,1555784.98,1895062,150579,4129442.15,29665007.54,9162,470510.48,976151.47,0,203127.8,876634.13,2307516.17,4279718.79,0,8920756.64,71403.33,300691139.64,24533362.39,2570482.29,0,5721577.33,0,67237,1985181,38421.42,326398.86,72896.37,15300,6829,110243,84978,136215.29,889407.11,1679559.96,37067,485516.09,13497806.76,1305,0,20822.26,237613.53,474084,75453483.38,23440.28,63718.32,4668459.56,16769132.54,0,267942.7,62970,1452912.98,608759.81,948253.39,16879646.9,2001399,0,486419.03,2997057.31,5203084.59,624533.63,78096,1679935.15,3574,276541,34468,28256710,82112,272173,0,299442,36687,935571,278896.79,0,30022,0,0,0,934845,16839,30954,11420,0,3674,11623505,160384,0,0,5855406,86416,92642,22509,0,0,1001890,626437,310878,280585,6583,0,0,166560,6245,0,0,32764,68108,0,0,0,0,10425,0,8680,0,0,0,0,232553,0,0,1234050,0,0,0,0,0,146509,0,2541,0,0,0,0,0,0,2456695,6988576,0,0,30986,0,0
"NCL",0,124923.05,0,1203,2610,385398.51,3976.69,0,47983819.4,78840,0,0,0,5030.68,2695043.48,26132.46,6717.37,74645529.94,0,2144,172127773.14,138204.23,0,54105.99,1547583,0,13721742.87,293669.92,5992,27590589.69,0,0,304389,114440884.83,5000,0,0,1900,0,0,160930.64,0,826207.25,225850.18,0,8269,23255.73,52414.36,0,0,1851,0,0,0,10596331,257740.1,69104.09,0,0,28164955.05,46486237.82,0,3124,91719651.05,0,0,7675.03,0,0,0,0,0,1123,631500.26,15894.83,0,72000,0,0,225733725.37,0,0,0,0,0,31934.46,0,0,0,0,0,0,0,0,10573,0,896656.15,0,0,12560,0,0,0,0,17248.28,0,511840.22,0,0,0,0,0,0,0,17851,0,69407,0,0,0,0,0,2363.66,0,0,0,0,0,0,0,0,0,40062787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435143,0,0,0,0,0,0
"NIC",48958,2613553.15,6811,49920.78,0,42058777.47,5873114.27,145037.78,2747847.36,780348.28,54283514.81,542999.2,16644.4,181043.95,17731463.33,546252.15,48801.99,22138984.99,19912.27,6029545.77,10347603.06,22175646,274954.71,34500222.52,1176364.16,58104516.21,162106.76,4520310.89,121221.33,7522977.97,288331.36,0,12875,2700524.17,142357,0,18627,50353382.48,0,15613.93,8315307.73,528958.97,241998.17,380117.54,3820400,327570.11,560174.28,954529.08,16019,915004.47,1641356.72,112086636.35,208061.24,438029.06,3417055.75,282698.41,0,13882,4394.72,903271853.19,577354.78,318256.89,33098.15,2984263.74,0,0,48902.78,4451.95,0,2708.57,5836.85,0,62647.63,2690,10590.48,166704.35,89270.08,0,70000,8252132.9,0,0,0,4124.01,39683.98,0,10000,0,1631,0,0,0,0,0,171836.32,0,0,0,0,1795,3021,0,1139,0,0,0,82155.55,0,763180,87860,0,0,0,0,0,36113.28,0,0,0,0,0,948950,0,566100,0,0,0,11850,112040,0,0,0,0,1398800,0,0,0,0,0,0,35170,14240,0,0,0,0,6422610,0,0,0,0,0,0,4570,4306640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",209463,764575.3,0,0,13384,7792368.05,2162755.71,383298.69,4318951903.5,85483.1,0,0,3097750.16,245985.88,17020074.72,734843.34,6238.54,138167516.5,3158,205211.07,42374222.37,111144682,13210368.61,0,37717710.01,0,34002558.2,2627819.32,2000,23915965.93,44518,3195003.95,120249,2225541467.41,9704663.13,4968202.9,5233.01,1110544.97,0,360371997.5,6843487.47,353038,116980513.18,56260590.3,209261,56356.79,1908038.41,3749392.27,0,322326.09,1802424.84,0,1338955.37,3705.57,3103611.29,1513614655.37,64373.87,1972568.53,0,491897036.84,7732502.65,719069.51,0,2932459.21,5960222.99,9220,1816021.84,28272.83,20496165.58,0,0,3429332,2761593.3,73408.02,0,806406.27,34534.55,223524987.96,75465122.93,1636263164.35,2781596.81,0,42872.92,2586,2359584.23,368928.45,2323,48395.96,554268.4,219381.43,2692827.87,0,0,0,181648716.35,889807.38,181203836.44,21553.25,0,10716385.67,629146.58,300810.34,338568.03,0,0,0,4391361.55,362671,527515987,96125,7955635,170820,254939,0,1073378,0,0,39005251,447541,3863186,0,679073,177538.22,0,40340288,5744734,629825,26008,26805458,0,0,14738459,253901,22458,0,0,0,1556351,70791,57763,0,0,0,10299,149185,5362355,0,851263,11865,21446,0,51662,0,17922,0,30051530,0,0,0,0,200052,1161174,0,16021,25254,20309119,0,99823,0,90151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",9423213.73,341362389.94,0,40242.53,1112355358.21,849193639.85,88435987.83,1636419.84,6853029776.32,972426.84,20213.49,40847.63,16959714.39,7208969.66,1194998240.98,3663900.84,18355775.59,2157583311.76,883852.69,9787859.52,3487789807.38,1546118708.54,1448050558.49,85591.82,348835370.27,74872.07,1073410915.1,2959954.29,0,3315021639.11,0,377263804.1,285682.04,10653317117.24,388436821.72,109854430.83,11133197.42,235762839.14,0,915260407.46,3314342273.46,10596433.49,149193827.61,1895226941.68,0,3187957.87,58049232.02,339585767.42,373412.5,10037412.13,5425588.27,0,3915586.3,3112397.48,86444539.24,2096804316.64,282962.59,1127194336.29,1899729.99,20170735064.86,2654948007.35,4380803.57,529167.23,650004905.38,909663.2,4257495.99,73419464.63,762066.64,366315302.6,688682.59,371545.64,62489442,383955018.4,288261.66,358633.9,8424366.84,591911.6,236371902.03,1487405716.67,16619180378.02,404685.19,15017.86,280193.39,23945.12,871333325.44,37838271.81,122381.37,3915362.47,421478.79,6047277.23,47486783.82,1806,7344.82,116762436.75,0,5865247.02,5038046655.59,13805568.71,0,106934922.14,14081533.59,2959634.15,18076200.2,94602.44,4124125.64,4764448.44,61403835.81,0,0,0,0,0,0,0,0,153538.21,0,0,0,0,0,0,754141.36,0,0,0,0,0,0,0,0,0,0,0,0,82088.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",3261,419722.7,0,6704,1311731.8,814519.09,5643320.25,0,5811931.44,1880306.76,43863,1986,4108.91,653674.62,8800217.84,456583.2,0,70177257.58,101108.24,923558.51,145106479.53,11500275.98,23801047.1,2021.27,7792066.7,99260.94,199555960.67,369496.44,99218.67,90338484.9500001,0,887612.41,0,3118222.16,1768787.46,161883.45,17195.5,4000957.97,0,15471.48,20623547.43,123378.15,0,2769756.38,8703,9753,462513.64,12197507.22,6990,15218.69,21458.12,0,26872.33,290476.94,402411.8,3115996.33,49250.18,527709.25,0,4573976.15,2022015.99,304428.7,83961,17832.89,40618,32667222.18,166538.71,245304,11447,55438.38,3055.37,1065595.1,337505.83,0,8058901.02,122859.32,50134,42041,133067.26,15798556.63,1077.09,0,0,0,6751736.07,537773.26,0,185741386.63,83683.78,4392,318321.65,215652.55,0,31065,1435712.94,0,115923,20400089.41,27393,3371555.52,9943,23430,35461319.37,9271,19562.24,4758893.33,851019.06,55610,1364315,10966853,25063,391854,4268401,0,576099,67489.97,0,51697,4262127,14851,0,10268,1967935,170778,0,66276,5237377,0,0,2844,0,1090865,0,0,0,2069,0,2284488,1606,24249243,0,0,1001885,732335,5508282,99561,0,0,38564053,65636826,45987938,2866014,0,0,0,0,0,0,0,0,31916120,4403618,0,0,1740,23597,0,3601859,0,0,0,0,0,0,0,0,0,1169,0,593222,0,0,0,0,0,0
"SGP",190582956.97,187211199.27,321571.65,755901.81,461443866.36,779652575.03,285569676.26,35349237.54,14033329427.86,54792785.42,26255588.33,9418255.66,42748864.11,222225509.9,5548498499.94,201483754.05,11423903.75,669090680.919999,25483772.84,359428005.1,3153115479.49,5720473642.53,144282881.75,24376274.64,14763971809.85,2102566.7,2812370624.69,1141083557.23,249254309.78,387929738.61,6221430.5,57230742.01,262794622.19,3564174397.81,24542751.21,753395187.04,120067243.13,2118664145.93,18459035.68,13423603109.59,3478305125.58,143999102.42,690729016.009999,429445742.629999,35183011,46489905.69,376993117.32,73307294.31,11425225.38,57674099.69,215729069.8,13541779.81,40848457.83,27667219.47,114654565.78,4328521796.38,38307185.79,212362439.84,7142492.9,15225822395.95,473026796.93,6288609.26,2155081.86,4772791216.79,8766967.58,3111638.59,560295976.68,15801319.39,35701668.65,2107944.43,3361053.86,23901723.61,12445202.11,159876112.9,5408705.25,22085672.61,533173745.68,574297500.55,35432662.29,8192866525.06,18747937.56,187488.46,13567740.45,5221103.46,51494247.55,20034861.58,4744004.63,3162864.49,275599375.47,9072200.21,68289371.91,183426449.26,1615365.45,125941599.8,270565377.72,3990395.19,0,4919268.21,14347666.18,21771858.1,11495878.78,6265337.3,8057408.14,612975.45,941003.29,586042.37,3505389694.39,1302053,1843479791,21205906,127190903,0,41939065,0,18709195045,4856282.49,0,71640453,1138323,22501578,603498422,3852153071,124046544.09,41383938,84952440,30557194,0,31257940,31635976,0,0,12060187,29475504,13043649,0,1056780.88,0,56220556,0,26241151,0,0,0,0,0,13259467,4661744,0,9743475,0,37797,0,0,1290003,0,0,0,38324490,588834,67639181,0,167985619,56024407,0,0,0,0,0,0,0,0,0,81516,0,0,250956509,0,0,0,22045792,0,0,0,0,0,0
"TGO",0,711868.09,8428,0,6105782.95,505733.38,2467633.81,0,44110651.77,0,0,0,0,341291.02,5771500.17,817522.91,0,8595950.04,622121.97,1169.63,26552214.06,517423.19,513817.02,0,2866081.01,464317,32182572.19,334861.16,0,7159337.83,0,2134,37262.03,21279.18,13882.42,5178,12840,42631,0,2243988.3,7769075.91,259281.7,10867039.74,3433825.98,0,176221.29,2783062.99,5950896.39,18728,609408.71,0,0,4011.44,1372,15824,7542091.7,0,4369974.88,1649827.54,3111870,10055633,1094,0,6878228.85,0,124621456.2,10753874.94,49574.33,0,0,12831.63,744928.63,84676,0,2451884.69,64694.94,0,0,3373,762066.62,0,0,0,5016.96,5108721.72,0,1577,112600485.25,0,0,599799.83,3511.4,0,0,2713860.42,4009317.84,89415,0,0,3132187.6,0,0,2970045.22,0,0,12815014.15,1992530.86,0,174330,167398,0,0,46181262,0,8015467,231199,0,0,639647,0,0,0,0,0,0,0,62990,0,0,0,0,0,276583,0,2842,0,0,3434,0,47474742,0,0,71036,419074,1140947,0,0,0,74173,54284,0,0,0,0,0,0,0,0,0,0,542419,7342802,0,0,0,0,0,1243966,0,0,0,0,29834,0,0,0,0,0,0,0,0,0,0,163794,0,0
"TLS",3953.44,2593,0,0,3571,3058767.14,292071,0,8850,0,7000,0,2000,16668,592357.07,242816,0,0,13005,44839,325822.78,7311,1059,0,24420,2112,12481.96,1649,0,3663670.68,0,2556,0,32734845.23,10350,11467,0,0,0,1706512,114038,74105,81776.89,1983472.82,1825,0,36380.54,14015833.5,0,6500,121373.35,1500,0,0,10366,223311,0,3934,0,4329920,134718,4889,0,43454340.16,0,0,4226465,0,0,0,0,0,28533,161565,0,13894.43,0,0,0,24262740.51,0,0,62146.77,0,0,1382,4700,0,0,46216,0,0,0,0,0,60962.05,965570,0,0,0,4950,5760,29019,0,0,211446.76,19307.13,2300,0,0,0,0,0,0,2619564,0,0,0,92043,0,1000,90083,54307,0,0,14682,22467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97150,0,0,31199,0,0,0,52377,0,0,0,0,0,0,0,0,0,0,0,1367,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19800,0,0,0,0,0,0
"TUN",15047561.87,59089513.17,39852,176985,68174763.35,19688765.61,26350262.26,184336.04,31709242.73,774790,11561,18739.89,9188101.21,22826043.85,1084887092.43,5868022.86,174917.78,591781426.38,1519032.99,8274076.85,3251139565.63,358026220.13,24195260.39,0,5760242.11,120842.89,92655106.16,20244843.64,0,2577800939.66,0,4916269.85,22691,7399781.8,9509401.18,401628.61,396904,8506971.51,4605,8480843.15,233476514.81,14709357.99,6439860.4,15879867.89,1713572,343002.33,63441572.92,41328164.78,10236,6030319.7,5500542.25,0,6556282.96,19173097.13,25666267.96,661015.82,13093,103368687.14,5899916.72,232146278.74,2645141.7,18741,2260501.65,3998983.36,68528.92,4748356.45,11353713.02,7895668.87,6760815.99,417458.07,100824.6,128744274.62,391279.74,1411,4542435.54,10429474.59,1626208.72,46877286.02,5482850,59945942.87,350848.81,0,211788,505904.83,99318599.59,1596375.81,91362.21,5063293.08,14023735.75,6522181,287210.19,1282876.56,48730,3024568.08,29206823.6,18965809.84,2634307.13,2443436.28,0,0,113131.91,2210,11075806.18,35203,14147,6822104.09,5916570.98,692617,5685135,4432154,31160903,5942,4089505,0,2006143,2052321.32,0,545991,1400763,347488713,40665,390446,2823,9594,631120,2890680,539177,58325,5118345,0,0,54056,570893,157770,53081,17070,0,1044208,0,3028298,0,4119,0,0,5234944,329597,0,0,1080452,455469,34883,2695968,0,409241,0,27511254,0,0,0,0,7081890,1589824,20232,0,0,0,56326,608646,0,0,0,0,0,20849,0,0,0,0,0,36453,0,0,0,0,0,0
"UGA",0,2502612.98,0,0,89858,3911020.12,71172846.11,10237,15235975.98,53012.75,4850.8,539802.85,208537.87,883076.95,33390509.05,4155215.99,0,24824571.99,1075,374809.5,40930550.5,30379128.34,2702772.54,0,26669169.11,236274.35,5778390.44,215073.65,1223305,17088678.56,13801.02,74517533.69,0,2552190.13,728292.23,2500,0,100301.69,0,1565037.99,94149506.84,1616368.54,548179.21,3790812.05,0,0,9865369.83,11402988.38,0,1863441.06,6578000.15,2332,107780.25,415481.48,1178316.74,1686466.71,31836.36,3149969.63,0,30261199.18,10614767.1,334873.38,7633.56,4725156.35,0,0,1367032.11,278782.24,0,259177.36,2138.15,1658037,2345430.34,0,0,51404.35,3621488.02,0,0,11322269.25,24888.62,1292,70623.82,0,3685062.18,1987802.96,314489.22,40371.9,16238,13254,1472753.82,0,0,265207.89,1637220.91,23169,22208742,0,0,1320226.63,0,39809,0,0,645178.51,0,220364,16618,33450114,260735,2531939,0,31931,0,0,0,0,43883,27018,19525,0,0,0,134225,0,22664266,324390,245847,0,0,0,12116843,1319142,0,0,0,0,339853,18110098,11817,0,17200,23341,28884452,12551788,9990,0,444975,0,0,0,0,0,0,0,0,0,0,0,0,34616,248561,0,0,24661793,227285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZWE",227763,7995309.78,5436,0,4172648.63,4034849.79,99229143.02,34341,131223649.97,0,586719,0,66985.12,1374599.55,130665146.78,13468978.68,0,46700657.96,4000.07,1221615.16,21659102.52,130797094.32,8386801.22,5549,7585447.78,43141,25832274.89,7889516.73,932065.14,109288812.81,16296.54,6655085.14,73050,20046491.18,3907412.29,26917,0,913185.79,0,1623425.28,70181615.25,16983443.69,2578280.37,3374721.45,0,60441.89,7600779.1,16051865.32,6636431.15,2539932.93,15606683.18,0,363088.8,2357075.13,709723.11,47450490.23,0,37420359.2,1324.12,80996937.98,573760298.24,121735115.9,11947,6001021.07,974069.67,25279,4015337.42,9298152.97,0,855443.49,354255.43,2142449,6349833.8,40151,507182,2745184.36,1000616.52,1513706.13,17960953.3,109376537.11,2880059.43,0,44954.91,278823.02,1420802.72,173408.4,104669.47,88529.37,77982.83,14826687.62,3494447.43,2409,0,754684.33,1292837.85,573234.52,10119293.46,3990,24059,1419802.85,1477327.41,0,76733.56,0,45662879.77,0,2919049.07,37419,11973283,382873,5907678,18025,288396,11399,45004312,38363.21,0,13911,0,22987,254184,3291268,0,63817,3030,583038,25391,128372,2020,3462462,0,5004592,777282,0,146182,123397,0,3774402,284416,2155,0,59490,0,12647667,637050,387601,0,32638,0,0,0,0,0,0,0,0,0,3812,0,16909,33815,286697,0,0,452336,0,0,0,0,0,0,0,1677,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIV",868604.45,40621611.73,1200409,9537,15637172.38,72068877.76,57614601.43,32315372.69,65766773.85,1135978.56,2324,0,2034525.29,17882300.63,203911862.05,4316340.85,1115158.45,252082982.84,55996667.21,2880264.53,1658983767.57,148572691.49,37563568.57,0,4228770.95,233707,174559715.18,13665512.72,5256980.67,408653071.32,12306,312474.42,0,6924740.55,3810327.28,3939,0,2736495.95,0,47068719.6,643443044.57,1704106.32,50659.21,7291932.32,4760078,1030899.99,94055241.21,29173780.56,0,7503449.08,122466025.01,0,20131831.16,1537001.71,796347.24,10837007.54,902849.12,55587931.09,0,726794504.49,18587317.81,247701.58,0,13307442.58,0,181215880.88,7434296.61,652612.14,0,74967.49,2923130.47,60617319.56,233972,0,23796197.28,908340,3290813.81,1673931.54,399245.87,14144665.53,2918417.8,0,3495230.04,22280.79,17204261.47,1106660.62,39594.39,148159468.76,4007177.02,343880.28,153709.15,162212.51,3031.23,9097,5577983.45,102133358.88,16844410.13,104990172.76,1687,15764200.31,907777.99,130297,0,1277852.37,37811.79,47075641.46,8565619.41,0,8004906,55118594,3641573,0,161454458,402080,70471428,309349.74,0,132816,42626918,288134,0,1132629,0,0,0,0,42414267,12919,1554128,0,0,13752210,264303,0,1606714,0,0,14826571,0,82164116,751063,0,711281,46700874,22114776,0,87880,58206,40210756,17660766,1259817,36100274,0,0,64285,0,1237,0,0,0,3964104,496079094,0,0,87354,0,0,3782515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",0,12659933.05,0,0,57523.79,2189895.97,2048183.85,0,202338.09,771281.32,0,319983.31,8501680.89,18880205.71,105000576.69,544981.9,928268.73,20009444.11,1463809.02,894835.49,17256213.33,11691502.93,12231027.89,0,21618.44,0,304494.17,1672675.81,8118767.34,138821579.36,0,7109,2475,474452.36,9486000.16,2503066,23336.13,52200,0,0,9589009.94,749388,35473.03,259628.76,0,1730,21948586.64,23048972.16,0,105091288.07,445262057.95,373660.71,7525058.01,1598872.13,3765861.48,168187.42,0,31495437.4,0,49149919.31,65269,0,2775753.77,171565.71,2972405.49,0,0,7650797.52,81910,1093781.48,61531184.18,15205,268145.09,0,0,4304700.35,24564675.05,94759,3118315.84,360929.17,16137739.19,1332691.59,5424063.67,4132330.91,13445933.57,0,356401.63,0,0,0,30986,0,875464.22,0,74793,0,24704,0,0,2444136.35,0,0,0,0,0,0,224136.65,0,1773030,0,839028,2051982,0,212368,226107,30506,0,2037,0,214261,0,12312,0,0,1034,4263,0,499662,3616856,0,548003,0,56283143,0,417406,2794164.03,0,1900,0,0,0,0,0,70000,73452,0,0,1227,0,0,0,0,0,0,0,1391703,0,0,0,0,0,0,0,0,0,0,0,0,0,2406050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",1179825.55,4992383.27,0,0,3666484.78,1224500.67,5697818.71,0,203574,0,369919.17,16172,0,6327645.83,59477875.19,5304420.3,17824,5280204.12,0,386988.5,7951217.16,50559735,6715355.77,215778,509811.67,0,6192505.69,829925.38,23915.39,10703531.66,0,14570747.23,46851,1493907.47,4355,0,22420.92,4726360.31,0,2890276.15,20488025.41,301032.93,2459608.17,1652432.78,0,83910.03,11519975.51,2685387.76,0,1067796,14639373.7,2502.01,1028568.65,97524.58,223116.27,854130.32,0,23016054.07,0,83272161.41,76964443.19,8504655.46,27205,3487675.33,0,20623,1489311.36,121462.7,0,0,2451.42,1324845.29,4288,247749.36,0,6571847.65,2230721.21,1179601.52,668695.49,12886896.88,1171517.47,14918,132361.62,61730,1633240.63,3244668.73,122270.87,0,0,25314076.79,778251.53,0,0,0,223807.18,411999.83,367932,0,0,226573.03,857987.45,10262858.01,35400.06,0,0,1277244,279779.22,0,217743,0,20659854,149749,0,0,492739,555799,0,30621,59907,8093,0,2260695,0,0,0,10172,387040,0,0,0,0,4778806,1036379,0,462480,0,0,178478,1716517,0,0,0,0,104951,1606931,0,35963,0,0,114846,0,0,0,0,0,0,0,0,0,0,0,388030,113316,0,645412,0,0,18100,0,0,0,0,815051,0,0,0,0,0,48477,0,0,0,0,0,0,0
"NER",0,3888,0,0,0,1706966.53,17682570.24,0,870851,1136,0,0,2139,3488827.67,2334801.38,54153.98,0,13128000.05,45119.19,8473195.31,230565099.95,6178766.1,154917,0,604246.8,0,1262179.6,1750769.72,0,374265.43,0,645524.41,0,61183167,97000,0,1120.24,1264113.18,0,187491.78,3029876.82,0,0,772673.52,0,0,89341.36,341026.95,0,0,0,0,0,45961.6,223503.34,490993.5,0,14172,0,34159045.04,514739.87,81538.73,205405.25,10698,0,2604797.36,5883725.29,0,0,0,0,638261,65919,0,92338,1259,5000,0,0,56653318.15,0,0,0,0,93570,0,0,1491291.61,0,0,2679,0,0,0,168433,270529,0,751206.31,0,602890,9222,315971,2206364.01,0,389577.39,0,0,0,123601,1595,39548,0,15926206,0,0,0,0,288389,0,1238279,0,0,641419.96,0,0,42208,604728,0,0,0,0,0,0,319376,0,0,0,4620,11096,3692588,0,0,49757,5550,64434,0,0,0,316202,0,1151,122886,0,0,0,0,0,0,0,0,999648,56994404,0,0,0,0,0,382736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",12584933.92,138615403.72,546094,152445.27,36882618.54,349717663.63,148739409.38,27968403.17,2630994415.77,8242914.34,1192712.53,230299127.38,5542585.62,82981972.7,1586029873,129830594.07,9932730.11,572933703.35,9474295.84,73416443.04,1058881813.74,1435664722.01,68189608.19,1384155.98,525513844.16,2138634.33,83734033.51,60343590.79,34887985.05,560985970.17,349357.34,9013146.04,359358667.23,720000731.289999,12175789.44,19271727.83,7317511.01,183133161.59,3027196.34,622150300.13,545612435.51,86380115.1500001,84372343.25,30768672.2,44681710,11581996.38,163344216.28,20003935.5,771972.51,26031221.93,173307792.99,1465184.61,22253774.56,15527074.51,136445595.53,656830204.18,1923533.74,83742564.57,1309911.14,5609226897.28,59682328.18,1262294,652958.5,1830007549.71,565616.02,551037.26,19033883,16452305.2,3611117.2,1476471.39,4574464.55,24953520.69,5086134.37,2008950.4,396167.31,17172037.5,27869766.03,16371907.01,8383649.15,4090146883.74,2088349.52,98411.39,5999648.59,3409411.68,14259475.91,4442955.45,1067786.05,2849482.27,1315697.05,11463321.99,2391476.05,6784544.08,630654.95,3149021.21,33368555.61,50177318.42,1446859623.05,5410703.01,6329818.11,2628668.97,10107867.45,16618,55686209.06,1598052.63,198296.81,10467174.25,0,0,93553918,5737271,40331371,9389899,31757970,111283,452616632,7182319.35,212922,3648562,1016115,6109495,14007244,498457931,15896004.83,0,493111,2088467,2371853,302404,2764321,0,53376,25041714,33319660,4704881,880145,904848.48,0,34835381,270422,1285348,1938252,281339,24827,7108144,4091569,146897,1447781,0,9010457,1134063,147824,0,252187,35291,218375,184511720,0,68332930,0,0,915488,11349970,1090122,0,452073,36710,1346892,0,7776,321611,0,0,55208,0,0,1461598,39925,0,0,0,0,0,0,0,0,0
"AFG",1748,213287.11,0,1356.77,318791.66,244128.66,177027,0,942316.53,331921.35,89969.08,48298,0,1228417.31,10204586.07,2868699,89599.27,1376438.67,17314.74,5613064.77,1326746.5,1140935.92,11556.69,174137.85,0,2307238.33,52400829,212915.08,1226260.62,3758528.13,0,95021.13,27642,86344,84774.14,117488.87,79333.63,540259.15,0,105149.42,172204.76,111385,95404.22,45591476.5,0,32512,218308.76,7346,0,14339.08,3967102.4,0,7878.33,1666,49627.11,510005.54,520638,6516730.23,8428,4486705.77,901324,0,0,139497.99,2241.07,0,8428785.82,44701.45,147223.47,3207,428793.48,9383,37460.85,16769,84020,387913,18260.65,3666889.85,1220486.54,183652.68,239718.37,253021.63,33146.06,0,13547,0,2261,36087.9,0,400622.59,20867,3404,5430.03,0,363533.54,108193,470378.4,2811,0,768134.34,2761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
