"","ARG","AUT","BGD","BHS","BRA","CAN","CHE","CHN","COL","CRI","CUB","CYP","CZE","DEU","DNK","ECU","ESP","EST","FIN","FRA","GBR","GRC","GTM","HKG","HND","IND","IRL","IRN","ISR","ITA","KOR","LBN","LKA","MEX","MWI","MYS","NLD","NOR","NZL","PAK","PAN","PER","PRT","PRY","SLV","SWE","THA","TUR","UGA","URY","USA","ZAF","AUS","BGR","BHR","BIH","BLR","CHL","DZA","FJI","HRV","HUN","JOR","JPN","KEN","KGZ","LTU","LVA","MAR","MDG","MKD","MLT","MOZ","MUS","NPL","OMN","PNG","POL","ROU","RUS","SAU","SEN","SGP","SVK","SVN","TUN","ALB","CIV","ZMB","AGO","ARE","ARM","ASM","BOL","BRB","CAF","EGY","GEO","GMB","IDN","IRQ","ISL","KAZ","KIR","KWT","LBR","LBY","MDA","MLI","MNG","NCL","NER","PHL","PRK","SDN","SLE","SOM","SUR","SYR","TJK","TKM","UKR","VEN","YUG","GRL","MAC","NIC","ABW","AFG","AZE","BEN","BFA","BLZ","CMR","COD","COG","DJI","DOM","ETH","GAB","GHA","GIN","GNB","GNQ","GUY","HTI","JAM","KHM","KNA","MMR","MNP","MRT","NGA","PSE","QAT","SYC","TCD","TGO","TLS","TTO","TZA","UZB","VNM","GIB","ATA","ATF","BDI","BMU","ERI","FLK","FSM","GUM","LAO","MHL","PLW","RWA","SHN","TKL","WSM","ZWE","SGS","SPM","HMD","SMR","UMI","VAT"
"COG",3382369.5,453753.4,0,0,56993582.33,723041.69,118851.96,730394948.53,13397095.23,0,0,1848.74,387180.48,5499522.39,726318.55,3745770.59,28102875.95,0,204344.04,78180408.94,8164545.06,1157719.48,0,3567758.99,1254,4148647.02,793772.12,0,1000,31221526.25,328469227.61,5323444.54,0,2011992.03,12267.25,3403,12555913.64,2542989.71,15235.06,156526.6,0,0,36120774.76,0,0,568463.98,2839931.25,6328689.2,438061.09,0,409956941.09,8255225.1,90871.95,0,0,5738.59,0,17729.48,1219558,4092,0,119784.84,10013.17,11241080.97,361817.37,0,419680.19,0,4927561.57,0,17563,0,0,309962.56,0,321109.51,0,734795.9,167710.03,686754.95,2367,6567693.69,0,62952.23,150257.72,1014040.89,0,4550500.85,6662.23,0,0,51308,0,1056,0,0,0,0,0,0,0,32637.96,0,0,0,0,0,0,0,0,0,103791.44,0,0,0,0,0,0,0,0,0,0,0,0,1626.85,0,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DJI",721392.55,24649,34487,0,0,233337.71,3600,145821.64,3212,0,123262.09,180779.56,0,230149.66,1069,0,0,0,0,1677083.92,76219.82,208680.6,0,2131151.73,0,1076578.43,409453.95,0,0,629289.47,9765,6770,0,0,0,0,195471.78,0,0,5719325.02,0,0,0,0,0,340176.48,5259,118594.31,0,0,164226.41,74380,0,2709,0,0,0,0,0,2703,0,3533.04,0,43594.74,0,0,0,0,0,0,0,0,0,0,0,7350083.39,0,0,0,0,180538.66,0,103114.61,0,1180,41694.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38647.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOM",533123.44,6213260.22,36986.82,423546.8,1693042.12,81050725.84,14847583.99,3424937.47,2396958.45,5483494.78,16566591.15,466207.11,4632333.1,49458528.21,736259.21,3521436.27,40185107.21,199511.16,32646695.34,44030292.74,72662450.04,1707908.98,18094732.2,4196409.04,3734977.03,958337.44,1367840.65,0,386455.21,27062335.26,71753983.08,943167,0,14978502.25,0,2278758,42507140.54,3034965.1,544580.63,43781.94,6145246.42,560884.38,115822.54,0,4122682.36,10806896.35,334026.09,1038382.13,0,128447,4386979392.31,1433013,2458978.08,57160.64,45519.46,24491,10841.59,2203738.63,391766,0,693025.75,804333.81,0,42947307.15,1064,0,169788.74,68969.77,1095877.19,471001.44,31902,78865,35238.25,0,1812,0,2559,3852000,243288,1130777.98,1448166,0,1028744.27,1472288.21,280724.03,94605.38,0,0,0,0,0,3083688.23,0,251705.53,0,0,0,0,0,0,0,112343.45,0,0,0,0,0,0,0,0,42684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722747,1436667.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ETH",22727.04,3799385.74,672551.24,267501.03,21782.78,4134831.49,2633030.46,4695103.74,0,0,0,29229.39,1074495.39,74302517.54,1631650.04,0,3424952.95,385877.74,2944279.68,14129041.99,17532313.21,7053643.23,125638.89,1257180.79,18282.15,7496773.26,100602.33,0,15187512.17,42761063.69,2256142.8,148898.96,325117,353094.28,330322.68,468520.2,7674504.3,3295330.94,213324.86,602517.23,0,0,8554897.29,37672,0,3815456.26,1189928.09,19050766.46,49884.52,0,30786429.91,1582216,939139.28,11325.24,0,28282.67,1755.49,0,851203,0,95960.04,2112177.88,4808329.44,43481085.16,279940.82,0,216064.99,0,1446694.32,2635,2417,276913.99,0,27059.64,0,1701829.34,633436,2918911.95,2053040.02,457567.47,33049987.34,1016,164599.02,580073.55,285410.55,123734.25,0,54292.8,154328.45,0,0,0,0,0,0,0,0,0,0,0,0,28304.28,0,0,0,0,0,0,0,0,46638.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAB",0,738729.14,0,2919,0,1661998.65,249324.8,270484217.55,49351.17,0,24354,94087.52,335521.37,19733891.65,399789.16,6833,27309704.98,9387.42,3380.75,185350248.52,30062290.3,11566765.89,52520.27,7912671.11,0,16540928.09,1095849.04,0,33592.31,52523719.28,106847845.27,0,0,2901236.53,3147,0,9487213.43,15152418.4,15398.04,32917.24,0,0,64327341,0,0,0,3035430.95,7578167.23,0,0,1847620724.56,7035172,129145.52,26951.59,0,0,0,19707449.98,1637165,1278,48783.76,53548.52,0,147815911.75,17974,0,0,0,25413742.96,0,0,0,0,26594.83,0,18784.57,0,1765756.96,24494.78,23420.14,2672,5987253.14,22801008.19,1928.77,6615.95,1665589.84,0,9572569.54,87345.34,0,0,0,0,14650.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21875.96,60326.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GHA",1035014.99,6906874.86,480435.64,0,1467618.15,32822229.91,31958136.03,31372722.08,6703.67,0,506343.54,487230.88,1824354.34,130975649.29,1685309.22,0,78704584.69,24386868.03,1078148.05,170154103.65,217507278.13,8318047.67,0,473933.27,0,33081906.56,25337150.84,0,490371.37,97426586.89,10216757.95,3033290.02,0,8699377.4,3260.19,18696363.74,166345978.65,4271926.46,843870.55,57190.55,0,30779.29,4397964.43,0,0,3782674.98,9673044.07,92042726.66,51048.72,0,87546449.47,6853803,2520011.85,417028.57,7771.27,938302.88,6077905.1,18323,162981,54608.94,13315111.56,852025.15,135044.03,112130872.42,31352,0,602659.05,94813.27,1163703.13,17913.16,514361.9,206162.54,0,0,19612,810171.41,0,5330905.73,2264393.87,17991590.25,3560891.24,12861053.73,5525593.2,223215.16,371157.96,1469102.39,0,8730098.74,25689.97,0,0,164270.51,0,0,0,0,0,0,0,0,0,73459.88,0,0,0,0,0,0,0,0,0,7569445.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",0,766520.21,221772.4,0,0,23966061.95,631098.75,9628007.83,0,0,168943,0,610136.38,43740899.11,158693.27,0,83524930.53,40491.18,0,71970689.46,1198951.81,2639267.68,0,2929388.09,0,14501375.02,59639365.17,0,9000,7750842.04,116672536.69,100824.94,0,1363702.28,7085.1,13767.47,3017290.24,104670.89,13766,0,0,1674,2432352.61,0,0,129406.59,351914.43,267033.64,30145.19,0,77358467.07,770976,9529,224869.76,0,0,0,0,6636992,0,41722.79,1945135.76,0,1054913.87,59780.26,0,264359.2,0,6193944.51,0,0,0,2837,71502.3,1379,128542.43,0,4707534.38,20371264.46,72785295.77,20239.38,646672.2,51109.24,36372.53,77651.51,23166.72,0,5071275.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1003.7,0,0,0,0,0,0,0,0,0,4014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNB",0,16953.94,0,0,0,0,0,0,0,0,0,0,1471,2000,0,0,83198.14,0,0,233702.62,6180,0,0,102020.5,0,49877616.04,43973,0,0,5714565.63,0,13495,0,0,0,0,122713.51,0,0,17550.1,0,0,2017403.36,0,0,0,27321.99,0,0,0,1872913.24,53469,0,0,0,0,0,0,0,0,11281.75,0,0,77474.79,7406.43,0,0,0,0,8197.72,0,0,34241.53,0,0,0,0,0,0,0,0,0,0,0,0,14966.67,0,134570.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNQ",0,0,121744.13,0,0,293821730.82,382566.83,368468839.67,0,0,0,0,18289.15,3516874.95,103953.09,0,659499253.78,0,0,22606155.61,1065941.29,0,0,0,0,151473.76,0,0,3000,164898461.07,3956,0,0,43569,0,0,5854867.18,41528.82,0,249813.07,0,4025131.3,3564745.15,0,0,0,0,1833944.04,0,0,852902610.37,384032,20290.28,1069,0,0,0,0,0,0,0,0,0,19361,0,0,0,0,1754625.8,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285082.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421793.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUY",0,14313.01,85137.31,15989,0,143237027.79,141745.6,275559.33,83847.49,247331.84,675930.58,0,167824.57,5462409.95,0,551446.71,4024344.27,11913.36,3964683.85,7627214.77,70532828.76,3194,0,3455358.39,140741,4770146.81,26029.89,0,7154.83,1581275.31,35195.14,41261.38,0,510095.07,0,4982.62,11666034.59,0,140960.14,22158,10222,283583.2,37409601.33,0,0,13105.5,75037.98,22311.52,23599.13,0,127076705.23,95527,128801.7,1484,0,0,0,250362.85,0,0,2306,41003.1,0,2761440.99,0,0,1158.64,0,0,3762,0,11392,0,0,0,64672.82,38882,384851.08,0,9654,89951.28,0,109228.01,8749,1196.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",16420,122377.37,0,45208.75,155889,13205686.22,2319084.81,19850,47566.83,5221.59,287280.85,0,12990.61,2201407.87,0,0,1611713.76,0,21162.49,4683329.21,1587682.94,0,153079.2,375768.36,0,127565.67,60318.09,0,0,1116779.51,42201.45,20845,0,1583737.69,0,0,172679.97,69631.47,5899,1134.29,2029,1007,0,0,75023.29,31865.74,69349.62,0,0,0,335023864.02,2037,560482,2300,0,3384,0,0,6451,0,34183.91,62000,0,590345.49,0,0,0,0,0,0,1063.98,0,0,31807.03,0,0,0,0,0,6230,0,36220,0,1220.98,3131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",2393,1165802.64,437408.14,1930208.57,67695.86,176912360.72,2430295.42,97077007.71,901572.92,685082.7,7336820.55,38831.08,278762.47,104261972.46,82877.35,95107.01,23870193.55,119612.13,1792736.27,54962493.84,118494492.1,24647,828111,3468030.58,2092913.83,763874.16,604833.99,0,80000,12327882.51,829117.54,81010.3,0,4786355.52,110237,33498.27,74471651.2,111753199.09,4689131.29,8060,1934174.14,529018.26,160992,0,139878.73,24717096.81,598271.74,121314,96511,0,457478199.19,10255856,945267.43,9115.14,38784.67,1162.52,6533.88,16295.02,4869,20683.51,40367.81,118706.67,0,31908346.58,14821.24,0,12688.48,39865.22,0,0,0,45317.38,0,1013,0,168408,0,1672057.5,20632424.29,19624428.68,117305.67,0,372646.05,12348850.07,31489.03,115333.92,0,1427.06,30173,0,0,0,0,0,0,0,0,0,0,0,0,195227.72,0,0,0,0,0,0,0,0,1532.73,3457.09,0,0,0,0,0,0,0,0,0,0,0,0,0,32236.49,8149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KHM",49332.4,18748046.99,953742.19,0,222899,60291788.72,10814957.02,24758897.26,22357,0,166148,43629,2434436,237577322.08,4161536.46,0,28706415.91,335565,4313585.61,75044406.81,183940702.9,937073,13856,6680074.02,3435,294666.85,15008098,0,65000,6518922.66,4056938.54,254322,163816.5,3208209.43,0,7789349.19,20102753.99,6686360,324313.43,357536.12,0,10880,5137,9703,14751.26,11205421,10796374.48,580049.2,1341.71,12160,1334085979.49,114954,2565874.2,43876,3599,147668,0,216945.41,118434,0,243262,1246000,0,88620460.9,4606,0,302742,17672,3141,8026.94,0,24271,27216.29,4780,16184,0,1711,1390000,44741,594055.16,3124123.82,0,74215944.82,440127.84,657743,132051,0,7520,0,0,0,0,0,0,0,0,0,0,0,0,0,247141.48,0,0,0,0,0,0,0,0,61280,0,0,0,0,0,0,0,0,0,0,0,0,0,38774,46344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,57700,34990,0,13462,6227787.84,320952.9,0,0,0,0,0,268319.99,1312951.42,306370.29,0,15653.72,0,0,161590.24,8460879.38,26592,0,0,0,0,2350,0,0,60102,15312,79338.52,24178.25,53613.68,0,0,0,0,0,0,0,0,0,0,0,29947.02,22462,0,0,0,44364251.22,96309,0,0,0,12462.64,0,0,0,0,0,32987.88,0,41862.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMR",1144915.66,8265188.64,67559407.69,0,51011.09,29066105.33,3821370.25,156233750.43,0,0,0,219952,746612.23,103615277.98,16266588.5,0,27244312.31,286214.71,513449.52,73003116.5,120412385.94,1468406.49,31191.31,27867846.65,0,329731483.27,1549669.35,316474.43,59490.44,42065663.22,28106621.85,118934.69,2205136.87,4038021.75,21934.49,75615791.28,19554819.32,1589118.38,772984.79,8530750.8,0,54728.27,1024418.93,0,0,4155701.69,808297585.8,1579999.13,0,115560.13,293741884.11,322016,9738354.81,38570.08,593251.25,28723,0,10625,0,14170.69,872160.4,855313.97,12756.12,137304650.18,0,0,139686.68,59579.81,94538.58,0,7974,6601,0,352108.33,613501.19,0,0,1089048.81,49311,311722.42,693261.1,4698144.86,81126634.64,230256.62,744275.03,198781.97,0,2883994,0,0,0,0,0,0,0,0,0,0,0,0,0,425250.1,0,0,0,0,0,0,0,1605,54031.98,501671.24,0,0,0,0,0,0,0,0,0,0,0,0,184722,73702.81,1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNP",0,0,0,0,0,0,0,0,0,10661,0,0,0,35000,61985,0,9903,0,0,4524,1530092,0,0,2744366.1,0,0,0,0,0,8962.86,503680.4,0,0,2582970,0,0,30543,0,2753,0,0,1196,3294,2347,0,0,23181.77,5971.29,0,0,0,0,207648,0,0,0,0,0,0,0,0,0,0,1079695.91,6015.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1902,0,0,0,54575,0,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT",4126,16669,0,0,31817,477830.29,63415.81,7609626.85,0,0,0,173050.12,10742,40242543.91,1470,0,74315358.83,6326.89,21195,80486821.29,1478061.53,8347435.16,0,1270947.26,26167,11990.56,10693.45,0,34647.25,59039612.96,609085.04,1029753.87,15592,59818.73,0,1852966.16,1890962.92,3602934.21,0,4559640.24,0,28202,13825430.11,0,0,7894.58,2212029.16,1737147.84,0,0,778073.35,157428,34256.8,89814.83,0,4668.38,2021555.75,25799,6973267,0,190446.23,11000,0,78184689.97,2340232.57,0,1523884.29,319896.91,364339.77,7763,0,18227.38,6052.28,0,19827.07,325869.11,0,0,1075.69,30143663.12,413433.5,33688,0,1515,2576.23,1253553.28,0,25269259.69,0,0,0,0,0,0,0,0,0,0,0,0,0,23864.76,0,0,0,0,0,0,0,0,5813,16843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",33680746.37,256033883.92,10954129.86,0,1363324838.72,282570377.94,241112295.18,65515692.74,34249.17,26229.19,0,8409,13083654.03,683604942.92,64398.04,131008.84,2040738416.01,6465902.17,117291.49,1266634358.7,104046001.52,4994553.87,0,6210007.61,1651672.89,70396272.9,456553.54,0,5197188.01,481110613,96967404.43,398126.67,289372.18,26280884.45,38620.87,382293.35,471058088.38,192267.34,54183228.06,4140768.68,0,139403840.32,676431492.74,0,0,774036.94,58684573.48,18324492.57,469280.87,24373567.38,9772032792.58,405102994.25,56563.92,43918.55,12497,0,15967.53,95673799.59,5512010,0,144603.48,113116.88,0,799205796.34,1299018.62,0,173532.16,52064.42,2979037.83,112105.95,44499.24,0,27161,122710.29,0,2134382.71,0,1074782.11,3287324.02,6521877.65,1345521.95,253245212.85,11234369.48,23988.94,30019.03,10531.04,0,453362030.6,151308.03,0,0,0,0,14723.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192.28,38015451.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PSE",0,123518.21,0,0,0,0,264251.41,230372.22,0,0,5466,0,0,732367.6,0,0,105725,0,0,719727.48,1039341.97,17026.29,0,0,0,0,0,0,0,704197.05,452903.56,77244.87,0,0,0,0,4051803.95,0,0,0,0,1280.7,0,0,0,36582.99,0,439202.14,0,0,1520351.98,0,0,0,4561.32,0,0,0,0,0,0,0,9894294.49,0,0,0,0,0,0,0,0,0,0,0,0,70532.17,0,55722333.97,0,0,1764227.66,0,0,0,94100.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1897.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,66971.78,8754760.86,0,6436600.26,5148557.09,3798459.15,266667146.91,303753.57,0,0,877566.34,84015.94,23349930.8,124211.8,4799.57,249757594.11,0,1018,29752161.9,56529722.33,15303195.27,0,20693243.4,0,143132040.56,1683984.03,21536217.86,109636.67,27342441.13,2807851965.76,11623491,12486359.59,88714.18,2112541.15,12579057.89,8391433.04,73443,63515604.91,27617726.39,513637.85,153348.37,8205697.18,0,1024.92,3325702.69,426902189.9,7836451.06,144432.65,0,275201340.89,46016437,33552574.39,0,22738006.33,0,0,666917.84,1813220,0,3821,66233.3,10087956.52,5837748767.85,7894647.39,0,0,0,8795365.55,452340.47,0,0,0,0,0,81935355.82,116594.07,0,0,71221.11,160784233.27,1692310.75,1230145325.37,0,25043.89,4150540.63,0,2355457.77,1680,0,0,0,0,0,0,0,0,0,0,0,0,7713.39,0,0,0,0,0,0,0,0,2803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,1160015.11,0,0,5909,1385039.21,72242.6,32392.21,0,0,0,114219.51,11761.75,36908494.45,1959728.75,0,18796904.33,0,1493398.72,73076525.9,85698533.8,689989.94,0,669792.65,0,61502.09,133191.71,9188719.19,25000,46027750.4,114636.69,20205.69,729971.4,0,0,33635,1749507.14,8432.83,6548.76,47576.74,0,0,81565.51,0,0,372263.28,38991422.97,0,0,0,11451743.89,3678627.77,88675.61,0,0,180201.34,0,0,17660,0,56616,26000,0,16806866.47,2529.47,0,0,0,95937.48,3692734.85,49236,246139.38,92281.42,7391762.22,0,823096.48,0,0,0,453175.89,0,0,1032599.62,0,0,1174381.22,0,0,0,0,0,98246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24559.06,0,0,0,0,0,0,0,0,0,0,0,0,0,4871.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCD",5002.03,214035,1731118.63,0,23053,22476,236775.59,2668073.04,60773.37,0,0,0,2746268.94,15468357.95,0,0,3519590.38,0,0,4022256.58,29894,0,0,229816.82,0,3328027.55,15579,0,0,930494.25,1227264.44,0,0,180250.46,0,0,87867.13,0,0,85669,0,0,14449083.3,0,0,0,694806.11,335046.17,0,0,22153921.8,40603,49843,0,0,0,0,0,236233,0,952655.73,27390.75,0,23874.69,2090.62,0,0,0,4915748.28,38112.72,6890.86,0,0,134596.58,0,0,0,2798046.14,36800.38,133895.59,17334.82,0,0,0,984269.78,6313.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,1700021.33,5915508.46,0,4027481.75,678381.78,894684.67,20787069.91,370475.16,0,0,0,5422.89,2846677.89,17679,0,8284850.3,0,6463.82,9818132.63,892524.8,3542961.48,0,2645252.57,0,15854914.06,409848.28,0,428392.17,11872204.22,37336.72,0,0,1217488.05,0,1506137.41,5369978.87,27369.72,10695892.57,0,0,350947.69,10884957.13,0,0,420740.7,4775640.58,3646113.86,0,2618930.79,1766919.73,5327700,7659912.42,13546.91,0,28272.74,12900,0,943244,0,42927.29,2949.12,0,663761.65,1505.44,0,13789.73,0,5203874.96,0,615502.13,0,0,642082.62,0,32608.54,0,2149758.39,1366826.96,671559.93,3665615.88,1375759.63,0,0,0,853827.52,0,1126384.2,1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2333,14140218.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TLS",0,1259,0,0,0,0,258416.78,0,0,0,0,0,0,661359.8,23719.65,0,0,0,0,144480.35,340510.34,0,0,0,0,21828.35,0,0,0,61925.75,0,0,0,0,18336,69199.2,1131,0,104747.1,379050.75,0,0,584607.41,0,0,0,3852,0,0,0,62009.28,56853,534992.15,0,0,0,0,0,0,0,0,0,0,73311.75,3813,0,0,0,0,2205,0,0,7246.33,0,0,0,0,0,0,12154,0,38861.71,0,0,0,0,0,45319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3035.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
