"","AUT","BHS","BOL","BRB","CHN","COL","CRI","CYP","CZE","DEU","DNK","DOM","ECU","ESP","FIN","FRA","GBR","GRC","GTM","GUY","HKG","HND","HTI","IDN","IRL","ISL","ISR","ITA","JAM","KNA","KOR","LBN","LTU","MAC","MEX","MYS","NIC","NLD","NOR","NZL","PAN","PER","PHL","PRT","SDN","SEN","SLV","SWE","THA","TTO","TUR","URY","USA","VEN","ZAF","ARG","AUS","AZE","BFA","BGD","BGR","BRA","CAN","CHE","CHL","CMR","DZA","EGY","EST","ETH","GHA","GIN","GMB","HRV","HUN","IND","IRN","JOR","JPN","LVA","MAR","MKD","MLI","MLT","NGA","OMN","POL","ROU","RUS","RWA","SGP","SVK","SVN","TZA","UKR","BDI","CIV","GAB","KEN","MWI","NER","TGO","TUN","ZMB","ARE","BIH","GEO","MDA","MUS","PAK","PRK","PRY","SAU","SLE","SYR","YUG","ALB","ARM","MDG","MNG","SYC","UGA","AFG","AGO","BEN","BHR","BLR","BLZ","BMU","CAF","COD","COG","CUB","DJI","ERI","FJI","GIB","GNB","GNQ","GRL","IRQ","KAZ","KHM","KWT","LAO","LBR","LBY","LKA","MMR","MNP","MOZ","MRT","NPL","PNG","QAT","SOM","SUR","TCD","TKM","UZB","VNM","ZWE","KGZ","TJK","ATF","FLK","FSM","KIR","MHL","NCL","PLW","UMI","WSM","ABW","SHN","SPM","TKL","TLS"
"KHM",3529898,0,0,0,43774667.72,0,0,147165,168615,65318808.69,4326643,0,0,10402081.93,1053748,18251625.62,40208804.69,964926.72,0,0,31829416.52,0,0,89955.91,1176324,18382,0,8711292.65,0,0,2023688.01,15351,0,31252.09,63938.09,19862697.95,0,5952742.39,747548,23402,0,0,0,408864,72870,0,5085.03,2314601,65880919.64,0,841200.78,216373.35,108302312.45,23238.81,20422,20116.59,1232242.33,0,0,3062,0,49358,2968814.53,914868.92,0,0,107793,1236974.21,0,1419,133899.99,0,0,3329,114977.17,1467303,0,0,12337390.85,0,0,0,0,3728,0,3027,0,4000,553531.45,0,54860744.57,21338,22759,0,2029.91,0,0,180757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KWT",1031474.52,0,0,0,68122336.33,12948,10608.28,45514.88,0,87002802.79,43554.71,0,0,3324649.25,2511,113682521.75,236017541.83,171445.19,0,170629.25,14601558.4,0,0,251375871.2,56017,0,0,4558366.46,0,0,1533907171.5,7227105.7,0,0,2000,4290296.1,0,942819712.69,0,132915.78,0,0,5343301.28,2136177,48944.93,7271.27,0,1132137.17,83761301.96,0,157349887.27,0,1694639751.69,10582,43041,61072.52,26771550.93,21701.38,20139.08,12895248.46,1358.83,0,1354163.25,245931.07,0,23334.36,209213,6693290.86,7174.67,6666160.82,156240.57,114254.83,1933,12332,12000,779477396.89,14404774.65,729412.53,3259094644.38,3689,5467563.53,0,6849.9,50652,42866,10575791.57,55005,152659.06,225928.18,14547.89,1049138254.08,1879,65543,357517.58,7661.61,0,0,41488.16,660664.76,0,17382.35,12016,6240231.73,0,0,0,118142,0,26677011.54,0,0,0,0,0,0,7607.54,0,493182.11,2451482.3,18000,0,213539.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",2672786.07,0,0,0,5465833.81,0,0,12646,2013581.97,27604292.5,912612.56,0,0,3843170.42,2786463.79,24087895.84,9617760.75,119914.72,0,0,1648564.24,38939.49,0,607233.23,290222.02,64513,0,5100722.91,0,0,1832818.38,8101,0,0,654250.14,33293.2,0,8107980.89,4015491.77,1688,0,0,0,238256,95687.77,0,0,569748.37,51680580.37,0,306710.07,0,14412444.67,0,110944,37845,65841.91,0,0,156022.3,19192.81,0,5183041.38,2373493.84,15877,0,438151,0,18718.16,0,47365.75,0,0,69978,878321.55,13336,0,211546.6,19572738.35,0,0,4355.52,0,0,242024.84,0,241821.56,14000,28964207.13,0,712175.23,51453.53,136901,19135.54,3749,0,1938,0,0,0,0,0,13072.49,0,0,0,0,0,0,0,0,0,0,0,0,37701.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",47470.82,10632.16,0,0,124231.07,0,0,0,0,298803.69,0,0,32389.86,25744391.84,4179,109319203.36,505323.02,672901.96,0,0,12783.52,7164.42,0,18715516.67,0,0,0,8246320.02,0,0,2438055.42,0,0,0,360814.2,24489719.94,0,1935239.92,203937669.2,0,0,0,0,1169971.73,15795.36,13134.56,0,0,130862.91,0,55362317.97,0,2657441.74,5437,54991,3782.08,0,0,1186,2323599.72,0,181824.5,21242.39,199065.06,3729709.21,0,0,83350,79197.99,0,8801132.92,114277.64,35943.05,0,0,3363830.22,0,0,100915.56,0,0,123842.83,2092,0,247546.05,0,854395,67878.31,2503705.03,0,15051657.52,0,80481.08,0,11058.67,0,10884,252093.57,0,0,0,29827.84,0,17733,0,0,108149,0,0,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBY",174706740.27,0,0,0,14620898.92,339623.99,0,7210258.16,5782420.38,1582257528.94,0,0,0,928018230.75,2173787.56,431159913.05,348886123.4,98518798.41,2150524.91,0,0,0,0,34748230.12,13552,0,0,3995794632.98,0,0,19043229.51,29926401.12,0,0,0,9271501.25,0,18480376.83,14559356.15,0,0,0,7949097.48,110285446.09,1722940.68,6732537.11,0,13569357.77,2148728.27,0,473418091.5,764988.69,0,0,0,23747731.94,0,0,9681.89,6617948.85,1971326.37,13654663.99,0,181477215.2,0,0,92636,69222604.06,0,0,220427.45,0,0,118547136.18,30256.2,25896192.56,0,2035895.82,4797871.28,0,29788934.12,0,3180,44440548.14,2270242.8,3901,0,0,0,0,2608908.99,0,13830604.9,104245.02,0,0,2157124.14,1540337.7,0,0,628585.68,0,220363901.92,0,0,0,0,0,1075573.37,0,0,0,0,0,0,106702014.04,0,0,0,0,0,5939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LKA",15575275.31,0,66879.01,238165.56,8729368.78,4249197.78,111346.7,1846377.03,4773495.42,276164159.62,15183860.4,0,1882131.86,27995762.62,4125523.41,148029189.58,443982249.03,4609876.54,526295.58,0,28892634.35,30194.34,0,4761023.87,13278866.5,522118.79,2128710.92,73914877.4,184276.43,12987.17,78691363.54,5397410.4,1451313.27,701638.75,29795507.16,21242873.29,155698.6,88489314.53,10928560.05,9141111.56,306493.94,2915949.07,7474675.14,4007608.65,45664.95,39000.36,623992.46,22187594.99,17319755.2,240222.59,7761709.93,1780530.75,1634824295.52,116552,13409023,6479641.45,41964618.37,93912.09,37598.16,10794423.57,324184.68,11086442.95,54050714.02,21347598.58,15826804.43,30456.15,63240,22327047.05,558132.35,985339.47,5831,285888.23,38645.78,314441.87,4096909.65,27731948.59,13444772.01,1182036.45,234320271.23,1168043.78,785804.62,1352652.71,230884.54,315421.34,271870.43,4819703.68,30187586.46,868893.87,72351595.28,25293,29916523.02,1077797.76,1110512.07,142570.25,13183591.99,0,37505.29,16721.64,5182960.76,0,2817.82,0,10278502.42,224683.85,0,0,105708,0,1276164.51,0,0,237291.02,0,0,0,4931258.64,0,0,2992.42,5125.32,406661.2,108581.65,0,0,0,0,0,16511.04,0,0,0,0,0,0,0,0,0,0,0,84367.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMR",1405406.26,0,81650.21,0,43564315.8,42375.55,0,6193,77090.26,36978253.34,4418592.78,0,0,5384273.77,756066.97,36813098.84,31352863.69,355912.76,0,562570,35329988.08,0,0,17201227.72,701479.74,7751.68,0,10767751.52,5500,0,14605844.22,208142.73,0,314401.12,427155.32,46813188.79,0,12044194.55,1377513.31,389196.95,0,0,5087655.11,130839.26,28997.97,0,0,1471967.79,72214755.94,4728,549677.81,0,115825673.64,0,183497,921678.26,7919436.29,0,0,5550947.66,0,18428.46,14390543.91,721895,7443.17,0,10907,2373668.03,23256.25,62012.85,46852.38,0,0,1828.49,469816.35,206526953.71,0,73441.14,92602678.39,0,19256.75,0,0,0,0,1287168.81,66451,2000,0,35570.39,134587010.86,0,64257.64,616997.96,0,0,0,0,0,0,0,0,56317.97,0,0,0,0,0,610606.76,0,0,0,0,0,0,0,0,0,0,0,88356.46,371211.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNP",0,0,0,0,0,0,0,0,0,122345,0,0,0,68232,0,1416875.81,64914,0,0,0,0,0,0,0,8174.12,0,0,712271.18,0,0,170678,9342,0,0,513125,0,0,4554784,0,18596,0,0,0,0,0,0,0,0,147113.91,0,0,0,0,0,0,7699.05,231960,0,0,0,0,18171,0,3428.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5685737.39,0,0,0,0,0,0,0,0,0,0,0,189477.94,0,3268.27,5675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOZ",604822.88,0,19246.32,0,685897.84,0,140994.01,1127,14844,7619132.39,6225.6,0,0,56315530.61,1935.72,4363570.5,5380198.79,0,0,0,9285316.01,0,0,410887.34,36171.8,0,0,8004344.24,0,0,83526.59,0,0,0,33186.39,2208.95,0,3943977.73,5780.21,0,0,0,70495.18,29301509.77,153098.97,159043.19,0,397168.87,4379463.81,0,134250.9,0,28749703.55,1327569.9,37087800,1910620.97,7230.44,0,0,1057830.02,742828.23,1470640.59,787597.3,1003771.59,4238,0,0,0,0,0,18715.58,57598.48,0,90734.24,1069757.31,13470146.29,0,0,21294056.28,0,1773711.13,8960,20616.83,0,106185.07,0,875117.75,2799.16,378683.32,0,427519.33,102309,0,1412859.76,71418.5,0,0,0,2122540.82,0,0,865434.69,0,378949.5,0,0,0,0,919311.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT",159002.89,0,0,0,396292.2,0,0,74153,13080.23,21037353.99,4148,0,0,48192956.65,7589873.32,72422355.55,22368505.83,1358616.71,0,0,372012.56,10859.45,0,506952.16,69243,8053.16,0,87292273.18,0,0,947987.03,1566541.84,138631.17,471287.2,285416.44,23324.04,0,367145.24,1189727.9,0,0,15772,0,11575994.38,0,1518,0,476846.16,6303259.47,0,22136.07,0,26776,0,401779,56210,9290.32,0,278578.31,71009,6116821.64,94984.43,65655.24,139779.82,0,3857286.74,104580,1683828.32,958070.58,0,3887461.54,0,54956.47,74228.51,1000,64720.07,0,0,136950275.61,927078.5,638474.91,231793.48,11730.64,0,81793850.17,0,175858.05,7177175.14,1317009.43,26379.23,0,7763,9315,5391,2564.38,0,14142098.36,20265.74,6040,0,34882.92,18663198.13,858139.65,0,0,0,0,0,0,0,0,0,0,0,0,5092312.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",5272297.92,0,0,0,8888344.16,0,0,60910,335032.41,129233139.51,440528.15,0,0,3005580.98,192851.57,9761363.41,6306363.3,207447.55,0,0,188401.82,0,0,87662.53,35681,5238,1000,8513489.04,0,0,506626.56,22174,0,0,526724.12,17391.55,0,4439102.75,369007.47,299259.56,0,1126,993785,53951.92,0,0,0,844940.65,31151.29,3533,195338.39,5905.67,121697232.66,0,99540,153604.99,1179191.11,0,0,9778827.44,0,934210.35,3428993.8,7318044.81,60410.63,0,0,19512,5695,1127.44,4952558.68,3769.47,19577.45,491261,351933.81,86415779.34,0,0,3555022.1,0,0,0,6639.52,0,0,186624.18,315503,0,5132752.61,0,777636.63,1326,121193.68,40059.46,1056.05,55592.36,3112,0,0,0,1070.64,77493.04,83124.49,0,0,0,0,0,0,0,0,0,0,0,0,59000,0,2867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",2201254.4,0,0,0,67106178.58,56563,0,0,81887.63,198317928.14,162746.68,0,0,1203602.04,16380150.88,3522096.67,136303840.48,1317043.7,0,0,34459524.54,0,0,21228414.05,1298231.03,4397.08,0,23439382.92,0,0,95957485.26,53666.34,0,0,0,30255336,0,7415889.04,26948.92,8427463.05,0,0,72755433.34,1251321.33,4609.24,0,0,1093770.1,40833494.19,0,0,0,60576604.35,15223.72,145590,0,477002941.84,0,3751,7998634.05,0,0,1012248.56,383446.14,0,0,4612,0,0,0,0,0,0,41839.36,53259.14,2534231.23,0,0,451986073,0,343159.03,0,0,0,0,0,5137852.24,4948,0,0,26439259.55,24863.99,133214.46,20829.49,1326813.69,0,0,1179.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279629.27,0,0,0,0,0,0,0,0,0,0
"QAT",64298,0,0,0,106329779.73,10079.04,0,0,9850.13,3789353.48,111484.98,0,0,14267256.59,13620,5778972.07,16925105.35,8345,0,0,6779471.41,0,0,24648275.37,121693.31,0,0,4737578.61,0,0,624486425.57,3722484.75,125566.01,0,97583.32,17689930.88,0,381693.29,0,1447436.93,0,0,68481663.26,14930.61,17068293.33,0,0,424861,221596295.11,0,13237992.81,4371,139499612.83,0,15886543,9698313.32,70257833.48,0,0,19643453.33,0,2611565.15,24321481.8,37165.75,0,89281.67,69015,5339601.31,0,412831.27,4890,0,0,59497.76,0,91054073.75,1934901.21,10283757.97,2623920186.21,48209.28,13726.57,0,0,0,973813.29,7701783.62,0,20308.4,286202,0,631486775.03,0,46168.5,16784.64,51814.98,0,110259.31,7018.58,2994640.25,0,0,0,643862.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33703.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOM",65930.89,0,0,0,279816.48,0,0,0,0,150530.5,0,0,0,26039.69,0,763959.73,57249.37,1587492.56,0,0,0,0,0,1869090.76,0,0,0,22835309.62,0,8727.12,17167.21,9464.83,0,0,13646,27814.14,0,0,0,0,0,0,13276,299892.15,145627.49,0,0,3147,42332.49,0,1091216.86,0,209644.91,0,0,40891.04,0,0,0,352794.57,54172.67,0,49755,39107.43,0,0,5970,191184.21,0,151400.1,24470.3,0,0,28751.93,0,1354939.4,0,45822.11,0,0,0,0,0,0,0,4996184.47,0,166210.62,0,14406.8,0,282874,15921.91,37696.92,0,0,0,0,9837,0,0,0,16791.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",733800.28,0,0,174153.15,54302.35,0,0,0,269882.71,23108604.13,0,0,0,15449351.41,30406.04,37759970.7,25450099.45,0,0,558972.05,167637.23,0,0,199412,578461.71,0,0,1356,9022782.11,0,16836.9,163874.64,0,0,50914,26716,0,87620875.93,93072821.11,1835.57,0,0,0,3998016.69,247527.54,0,4980,15195.13,4079687.89,33469248.88,0,0,86067731.29,1097046.86,7610400,1048,0,0,0,0,6959.31,0,17991160.3,46582.94,73545,0,9632,0,194386.53,25329.57,214272.72,0,0,8335.17,49693.84,0,0,0,31567647.66,7941.32,52727.95,0,0,0,0,0,854690.67,2000,21093991.31,0,0,33220.45,48828.23,894578.47,3782.09,0,0,0,0,0,0,9368.21,647511.79,59280.83,0,0,0,0,13854.73,0,0,0,0,0,0,136925.58,0,0,24656.55,0,0,8782.79,0,0,0,0,0,31081.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCD",893442.11,0,0,0,1513616.1,2682043.75,0,0,1425021.35,20247502.98,0,0,592911.95,6543039.47,0,5251146.08,767605.97,0,0,0,6196169.71,0,0,0,468274.95,0,0,2953926.79,0,0,0,48335.69,0,0,28658.39,623602.86,8599.39,100505.55,1070,0,0,0,0,41040711.34,15792,1772,0,0,10767243.57,51825,0,0,2981399.43,0,21768,0,0,0,29099,0,0,1834574.63,40142,213457.73,0,999187.42,5760,169374.37,0,0,0,1265,0,1383738.89,104881.79,0,0,0,1830752.97,0,2168734.09,0,27577.87,0,0,0,131830.37,0,0,0,0,0,681554.37,11031.94,0,0,3003.25,0,0,0,0,0,2473738.72,0,0,0,0,0,28289.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5113325.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKM",284093.35,0,0,0,3397831.76,0,0,1203,906624.39,18157909.05,721118.66,0,0,555814.56,17534,7294092.25,2467486.38,1134507.76,0,0,0,0,0,1434668.15,0,0,36040.43,32627885.64,0,0,204366.57,34961.68,569187.82,0,0,83300.06,0,61281.96,30411,0,0,0,0,407070.45,0,0,0,14424,0,0,70986628.97,0,2021493.66,0,345904,5232,0,22844537.46,0,0,908760.85,0,0,273286.66,0,0,0,0,3145470.27,0,0,0,0,211374.14,165337.46,17803,5170441.06,0,1885238.16,512216.62,0,132218.81,0,1762.59,0,0,5512427.35,2522210.34,140665331.82,0,0,570816.71,698675.34,0,855230456.5,0,0,0,0,0,0,0,0,0,0,0,13502777,0,0,0,0,0,0,0,0,77558.2,0,24551804.15,0,145311.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UZB",34753299.53,0,0,0,133632558.26,0,0,0,39808680.1,126811335.81,2012174.23,0,0,19289043.67,2823,95069641.69,22812560.41,8065402.41,0,0,310389.63,0,0,13863030.21,745085.12,0,338678.44,207008025.25,87022.77,0,288719807.5,246504.73,7321535.87,0,2245,779413,0,486020.33,1138047.74,118792.89,0,0,1457.99,21185948.56,0,0,0,173225,16912823.49,0,90803374.22,0,11268037.73,0,6941,151320.43,0,5160502.93,0,0,10837070.92,99396581.63,103217.47,3699197.8,18066.23,0,0,2236113.67,30056251.02,0,0,0,0,5593185.34,21051193.12,2657365.15,16366343.64,160616.37,35118929.42,5126220.15,3606819.48,75821.01,0,0,0,0,104018456.57,23072894.22,816038440.19,0,0,9727851.24,8297461.64,24631.32,113607957.35,0,0,0,0,0,0,0,0,0,0,0,765087,0,0,0,0,0,0,0,0,8589331.69,0,68293.52,0,80260.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11283.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",46068426.32,0,154569.56,212946.08,322100739.6,4017416.21,90669.64,1517931.47,28512221.06,791486660.49,46130799.25,0,563186.87,184441691.75,20785517.43,469958550.73,312510368.7,17470052.7,0,4000,227882394.56,0,0,108059823.64,13318275.55,1091884.1,159566.58,233638342.08,1902110.67,3654,232131320.36,1933239.07,257541.5,416800.13,18382642.85,154652044.5,99803,188503878.32,34543267.02,22463783.23,0,21520829.9,274089741.72,12341201.93,1103950.12,34289070.71,87447,53263695.37,180996043.14,80614.37,9069433.17,754518.91,382986591.17,127050.11,16202428,11776319.22,376081227.19,0,12065031.52,1164851.64,23939792.84,32022332.65,101005818.54,48188896.4,16582783,11630761.05,29584226,6318964.2,431141.42,34184,4746531.9,18053781.8,8116398.8,2393708.33,16024659.02,8525168.79,34566112.13,758740.09,2084596079.89,384430.54,2605880.9,307588.76,4296468.25,304810.45,142475.13,842161.34,59719300.94,2347228.3,37089813.72,0,456786450.8,5213714.6,2556871.24,8213704.71,16150790.14,0,50069101.69,5307233.37,2649019.35,0,15644532.61,3064091,1315309.33,217423.88,0,0,0,0,350867.17,0,0,647541.9,0,0,0,2465970.03,0,51407.68,415755.66,2539719.48,5025,55471.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZWE",10569615.25,0,26510.94,2293.91,70803219.12,460630.28,11373.3,217994.39,30316578.61,170860834.38,17233707.99,0,0,50827063,3862823.62,34235690.11,201035787.14,9529842.85,0,0,20073754.02,0,0,16307034.7,5327647.56,37923.49,0,159392739.18,0,0,5868427.94,316611.34,0,1092.38,1843427.05,10848279.98,0,131789541.08,7876945.5,3865016.57,0,59651.57,17919718.62,30707643.13,7569785.8,609854.41,0,5569603.04,29057004.15,0,14793586.71,32910.04,109728995.29,0,185283397,2027992.87,11398605.08,0,69517.76,2637563.2,7332254.61,6409400.08,11398053.83,22780141.26,483713.81,125314.8,580510,7298102.6,74613,57179.47,232430.82,0,3525,3229435.57,12072341.1,15154381.31,0,768541.45,179704929.39,46749.66,3581189.79,22135.69,239081,72110.13,1933598.78,520541.18,36242336.04,0,16575540.85,84675.01,12380827.69,352770.07,1554805.42,4492791.29,3788491.04,2549434.53,54697.15,0,49747858.64,0,0,0,3896000.9,69800663.7,0,0,0,0,4324843.72,0,0,0,0,0,0,95331.75,0,0,101994.52,0,1078538.99,2622195.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",24844.12,0,0,0,34684546.4,0,0,23169,9698649.37,33585562.42,4889,0,0,200288.56,0,1486482.61,3900887.86,0,0,0,0,0,0,310003.23,0,0,0,3669220.53,0,0,147618.7,75520.41,2634426.58,0,4729.18,102745.28,0,48181,0,0,0,0,0,39270,0,0,0,0,13628123.78,0,7258851.52,0,2370306.58,0,71042,0,96146,1382531.61,0,0,192316.67,0,78813.29,153916.5,0,0,6260,118602.4,746477.2,0,0,0,0,158760.72,598789.08,7855,12833365.13,0,640984.12,7084,0,0,0,0,0,0,2202674.81,1849563.55,140746964.96,0,0,402401.23,59531.11,0,8526991.87,0,0,0,0,0,0,0,0,0,0,0,683182,0,7672.25,0,0,0,0,0,0,0,0,7202.94,0,974978.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",2970201.14,0,0,0,8728929.96,30014.96,0,0,3399573.43,8450245.71,258548.08,0,0,13374720.44,36315,21028629.07,2438325.88,7997534.1,0,0,43657,0,0,0,1024,0,0,29392594.31,104341.99,0,1153529.38,78563.49,854577.73,0,1627.6,20737.68,0,1113187.64,5868,0,0,0,0,966540.6,0,0,0,0,706354.18,0,3322331.53,0,8209490.53,0,54686,0,0,85723.71,0,0,1720754.06,0,467205.62,628853.6,0,0,6028941,10271,10423457.85,0,0,0,0,447487.94,2586928.58,0,3174766.56,0,1172773.83,637723.24,0,14816,0,0,0,0,5526955.53,6099082.42,93825427.4,0,0,1974035.44,2516774.06,0,2399853.35,0,0,0,0,0,0,0,17811.84,0,0,0,3387,0,0,0,0,0,0,0,0,932436.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATF",0,0,0,0,0,0,0,0,12715.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31646.26,0,0,0,0,0,0,0,22761706.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12217.46,0,0,0,0,0,0,0,0,0,23783.82,0,0,0,0,0,11929.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLK",0,0,0,0,0,0,0,4584.68,0,138529.99,1394328.73,0,0,42298957.02,15844.69,152644.92,12695630.97,1121.15,0,0,0,0,0,336928.97,0,84280.83,0,5395,0,0,90944.45,0,0,0,0,51297.27,34435.12,4103,26097.95,0,0,0,0,0,0,0,0,0,143123,0,0,0,549095.22,0,92380,0,0,0,1422.79,0,10240,0,0,1067.5,0,0,0,0,0,0,13610.61,10091,0,0,0,0,0,0,1011668.95,0,0,0,0,0,21952.65,0,0,0,0,0,0,0,56366.43,0,0,0,0,0,0,0,0,254057.31,1669.43,0,0,0,1100,0,0,0,0,0,0,0,0,81351.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
